from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,WS,WD,RH,BP,to date,station
05-Apr-2020 - 00:00,34.06,60.76,5.57,2.11,4.5,3.37,17.99,0.1,0.41,0.15,2.51,32.4,1.32,129.22,37.86,772.72,06-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Apr-2020 - 00:00,30.65,54.85,5.45,2.37,4.23,3.41,18.09,0.1,0.2,0.18,2.37,32.5,1.35,129.25,39.77,772.85,07-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Apr-2020 - 00:00,22.8,36.23,7.39,2.21,5.48,3.54,18.58,0.1,0.18,0.16,2.64,30.07,1.56,130.24,41.92,772.22,08-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Apr-2020 - 00:00,15.29,20.5,10.18,2.11,6.56,3.81,17.21,0.1,,0.15,4.08,23.44,1.19,127.79,49.56,773.35,09-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,10-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Apr-2020 - 00:00,24.33,48.71,9.64,2.1,6.23,4.34,25.04,0.12,5.45,0.23,3.06,32.07,1.8,131.19,36.88,773.04,11-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Apr-2020 - 00:00,19.58,34.1,8.33,2.05,5.69,3.55,19.54,0.1,0.1,0.15,2.43,31.55,1.47,129.4,37.14,773.83,12-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Apr-2020 - 00:00,24.89,44.7,8.18,2.14,5.68,3.63,20.24,0.1,0.16,0.17,2.48,32.21,1.54,130.2,35.47,772.99,13-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Apr-2020 - 00:00,32.18,62.89,8.03,2.44,5.85,3.74,20.79,0.1,18.69,0.22,2.51,32.79,1.39,129.45,33.33,772.02,14-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Apr-2020 - 00:00,36.12,73.32,8.6,2.27,6.12,3.81,21.05,0.1,19.03,0.34,4.11,33.03,1.43,129.59,29.79,772.08,15-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Apr-2020 - 00:00,35.67,71.01,8.62,2.17,6.0,3.65,18.92,0.1,18.89,0.25,4.53,33.0,1.51,130.06,30.53,772.79,16-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Apr-2020 - 00:00,35.1,71.28,7.15,2.24,5.16,3.75,20.43,0.1,18.94,0.26,4.21,33.07,1.4,129.65,34.01,771.57,17-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Apr-2020 - 00:00,31.85,62.77,7.46,2.04,5.32,3.6,19.77,0.1,18.93,0.29,4.92,32.84,1.85,131.39,36.21,771.19,18-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Apr-2020 - 00:00,32.36,53.64,8.95,2.7,6.66,4.24,20.75,0.1,18.84,0.26,5.23,32.12,2.27,133.16,39.38,771.84,19-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,20-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,21-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,22-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,23-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Apr-2020 - 00:00,30.64,75.82,15.27,2.04,9.48,4.71,21.4,0.1,19.05,0.31,4.81,37.5,2.02,132.11,30.68,768.97,24-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Apr-2020 - 00:00,30.23,73.91,10.92,2.61,7.61,4.11,19.26,0.1,18.96,0.24,4.25,35.16,1.59,130.38,34.11,769.68,25-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Apr-2020 - 00:00,23.71,51.29,7.55,3.15,6.44,4.06,20.53,0.1,18.98,0.19,4.61,34.59,1.85,131.42,36.12,770.14,26-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Apr-2020 - 00:00,22.41,58.96,10.65,2.82,7.69,4.32,19.8,0.1,18.92,0.24,4.29,34.22,1.7,130.76,30.08,770.67,27-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Apr-2020 - 00:00,24.2,64.76,11.67,2.76,8.08,4.29,23.75,0.1,18.98,0.21,4.18,33.6,1.69,130.74,31.27,771.31,28-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Apr-2020 - 00:00,22.41,45.77,8.1,2.07,5.63,3.82,19.75,0.1,18.86,0.2,3.56,30.98,1.85,131.37,44.25,772.0,29-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,30-Apr-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,01-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
01-May-2020 - 00:00,21.89,50.85,8.67,3.13,6.77,5.02,13.94,0.11,19.41,0.38,8.39,36.46,3.38,137.56,29.3,770.38,02-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
02-May-2020 - 00:00,26.84,50.56,7.57,2.47,5.72,3.76,20.78,0.1,18.94,0.2,3.84,31.99,1.81,131.26,41.08,770.22,03-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
03-May-2020 - 00:00,26.77,55.95,13.53,2.95,9.39,4.71,19.97,0.1,18.9,0.24,4.12,33.14,1.95,131.78,40.95,769.96,04-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
04-May-2020 - 00:00,33.45,73.34,13.45,2.72,9.24,4.48,19.56,0.1,18.9,0.24,3.94,34.68,2.0,131.93,38.68,770.49,05-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
05-May-2020 - 00:00,28.67,66.83,9.67,2.48,7.0,4.09,20.99,0.1,19.02,0.22,3.87,35.87,1.9,131.64,35.59,769.94,06-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
06-May-2020 - 00:00,24.8,59.51,6.53,2.4,5.2,4.07,20.93,0.1,18.96,0.22,3.44,35.0,2.33,133.31,38.6,769.73,07-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
07-May-2020 - 00:00,28.53,59.41,9.2,2.51,6.59,3.89,20.63,0.1,18.86,0.2,2.91,33.36,2.14,132.61,41.86,770.24,08-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
08-May-2020 - 00:00,,,,,,,,,,,,,,,,,09-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
09-May-2020 - 00:00,,,,,,,,,,,,,,,,,10-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
10-May-2020 - 00:00,,,,,,,,,,,,,,,,,11-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
11-May-2020 - 00:00,20.38,,11.98,0.57,6.47,3.75,19.65,0.11,19.15,0.12,2.83,28.06,2.22,133.0,34.0,772.0,12-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
12-May-2020 - 00:00,21.48,52.22,10.78,2.57,7.58,3.8,20.61,0.1,18.96,0.12,1.89,32.41,1.28,128.31,36.53,770.61,13-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
13-May-2020 - 00:00,20.28,50.92,8.5,2.28,6.17,3.75,18.99,0.1,18.9,0.13,2.27,33.94,1.47,129.7,36.18,769.98,14-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
14-May-2020 - 00:00,20.16,45.35,8.66,2.64,6.46,3.74,19.48,0.1,18.94,0.16,2.09,33.66,1.68,130.38,39.39,769.6,15-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
15-May-2020 - 00:00,19.54,31.9,9.4,2.74,6.85,3.59,19.82,0.1,18.97,0.12,2.18,32.52,1.49,129.97,43.86,769.5,16-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
16-May-2020 - 00:00,15.56,26.82,9.08,2.7,6.75,3.8,18.92,0.1,18.92,0.12,2.56,31.69,1.88,131.45,43.28,769.23,17-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
17-May-2020 - 00:00,12.69,22.5,14.51,2.57,9.26,4.06,17.82,0.1,18.58,0.12,2.42,26.92,1.85,131.42,54.58,768.65,18-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
18-May-2020 - 00:00,,,,,,,,,,,,,,,,,19-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
19-May-2020 - 00:00,,,,,,,,,,,,,,,,,20-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
20-May-2020 - 00:00,,,,,,,,,,,,,,,,,21-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
21-May-2020 - 00:00,,,,,,,,,,,,,,,,,22-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
22-May-2020 - 00:00,23.86,76.58,16.06,3.12,10.7,4.58,20.25,0.1,18.88,0.2,2.4,37.88,1.68,130.64,32.03,768.36,23-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
23-May-2020 - 00:00,25.29,85.12,12.07,3.31,8.8,4.28,21.95,0.1,18.91,0.19,2.81,36.83,2.15,132.6,30.23,768.29,24-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
24-May-2020 - 00:00,31.85,89.28,9.81,2.35,6.99,3.98,20.47,0.1,19.03,0.21,2.37,36.47,1.75,131.04,34.05,768.89,25-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
25-May-2020 - 00:00,24.93,70.6,6.41,2.58,5.16,3.74,22.22,0.1,18.88,0.16,2.4,36.2,2.05,132.15,39.95,769.5,26-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
26-May-2020 - 00:00,,,,,,,,,,,,,,,,,27-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
27-May-2020 - 00:00,,,,,,,,,,,,,,,,,28-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
28-May-2020 - 00:00,,,,,,,,,,,,,,,,,29-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
29-May-2020 - 00:00,19.7,57.05,11.07,9.54,8.64,4.13,21.57,0.11,19.07,0.15,2.52,39.43,2.2,132.88,33.05,767.65,30-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
30-May-2020 - 00:00,14.7,36.89,15.74,9.71,11.21,5.17,17.37,0.1,18.92,0.15,3.29,31.7,2.66,134.67,39.08,770.44,31-May-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
31-May-2020 - 00:00,15.36,29.18,13.47,8.69,9.23,4.36,19.22,0.1,18.97,0.11,1.84,32.0,1.56,130.25,47.26,770.4,01-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Jun-2020 - 00:00,17.87,30.04,11.81,8.99,8.6,4.23,16.86,0.1,18.85,0.11,2.18,29.62,2.17,132.31,48.79,771.72,02-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Jun-2020 - 00:00,5.4,6.88,10.08,8.97,7.71,5.11,11.12,0.13,18.77,0.16,4.56,23.25,4.88,143.56,36.39,772.25,03-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Jun-2020 - 00:00,7.88,17.75,6.88,10.05,6.8,4.22,20.82,0.11,19.3,0.03,1.29,30.62,1.42,129.62,49.25,770.0,04-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,05-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,06-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,07-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,08-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,09-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Jun-2020 - 00:00,15.24,43.88,14.37,10.97,11.56,4.59,18.34,0.1,18.87,0.09,1.85,35.06,1.44,129.75,38.76,,10-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Jun-2020 - 00:00,14.78,32.75,7.64,9.66,6.91,3.52,18.32,0.1,18.85,0.1,1.52,29.8,1.41,129.39,49.9,767.25,11-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Jun-2020 - 00:00,12.65,20.6,8.4,9.85,7.47,3.61,16.65,0.1,18.91,0.08,1.29,27.45,0.93,127.66,57.68,766.99,12-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Jun-2020 - 00:00,11.37,20.14,7.06,10.68,7.44,3.58,16.02,0.1,18.99,0.06,1.14,27.84,0.86,127.46,57.5,766.24,13-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Jun-2020 - 00:00,,27.0,8.7,10.18,7.95,3.32,10.97,0.15,23.0,,,32.8,,122.5,74.5,765.0,14-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,15-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,16-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,17-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Jun-2020 - 00:00,,,8.13,,7.78,3.98,,0.11,19.36,,,22.11,1.78,129.89,38.38,768.14,18-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Jun-2020 - 00:00,,,6.76,17.95,8.6,3.81,,0.1,18.85,,,18.93,0.83,125.0,,768.74,19-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Jun-2020 - 00:00,15.3,38.82,9.55,9.47,9.78,3.33,11.24,0.56,18.79,0.62,1.47,22.48,2.29,125.1,75.44,769.26,20-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Jun-2020 - 00:00,17.16,51.47,8.16,8.17,7.98,2.93,9.31,0.62,12.13,0.51,1.21,22.99,2.24,125.03,76.09,769.23,21-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Jun-2020 - 00:00,16.21,48.62,6.54,7.3,6.41,2.54,8.0,0.62,12.08,0.41,0.97,23.11,2.38,125.5,76.25,768.53,22-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Jun-2020 - 00:00,13.51,40.53,7.99,7.43,7.29,2.84,8.2,0.62,12.12,0.46,1.1,22.96,2.15,124.6,72.79,767.46,23-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Jun-2020 - 00:00,17.85,53.55,9.85,5.62,6.81,2.68,6.8,0.6,22.47,0.44,1.03,23.52,2.11,124.4,66.85,768.02,24-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Jun-2020 - 00:00,81.96,59.22,14.23,7.14,10.39,4.77,10.38,0.33,48.83,0.66,1.57,25.95,3.56,170.2,59.33,769.36,25-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Jun-2020 - 00:00,13.26,39.78,8.75,7.32,7.58,2.53,10.65,0.14,52.86,0.49,1.14,23.53,2.59,134.32,46.25,768.12,26-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Jun-2020 - 00:00,15.65,46.94,9.61,6.5,7.11,2.44,9.15,0.15,50.29,0.45,1.08,22.62,1.05,33.12,36.98,767.96,27-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Jun-2020 - 00:00,11.88,35.62,15.57,6.64,7.69,2.76,7.02,0.45,29.01,0.49,1.16,25.22,0.97,175.26,64.9,767.58,28-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Jun-2020 - 00:00,12.74,38.23,14.5,6.64,7.11,3.04,7.15,0.4,24.66,0.45,1.07,21.06,1.12,174.2,61.91,768.69,29-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Jun-2020 - 00:00,13.48,40.43,13.82,6.49,6.63,2.47,6.8,0.4,24.78,0.42,1.01,21.94,1.07,173.48,61.35,767.81,30-Jun-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Jun-2020 - 00:00,33.08,48.93,16.95,8.48,9.9,3.3,15.25,0.38,22.98,0.63,1.49,21.85,1.41,135.0,55.35,767.39,01-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Jul-2020 - 00:00,8.98,26.93,16.27,8.71,9.72,3.17,21.93,0.36,19.08,0.62,1.46,26.63,1.61,188.06,58.39,768.04,02-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Jul-2020 - 00:00,8.99,26.97,15.02,6.89,7.41,2.97,21.67,0.36,20.79,0.47,1.12,29.09,1.38,271.28,61.13,767.34,03-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Jul-2020 - 00:00,23.5,26.39,13.37,5.29,5.36,2.52,19.74,0.37,22.06,0.35,0.81,28.53,1.62,304.06,61.44,767.12,04-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Jul-2020 - 00:00,10.61,31.82,14.91,5.02,5.92,2.66,21.96,0.4,24.09,0.38,0.89,27.04,1.54,301.4,62.79,766.77,05-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Jul-2020 - 00:00,7.2,21.59,13.74,5.48,5.44,3.14,18.37,0.35,19.47,0.35,0.83,26.02,1.42,306.27,64.81,767.3,06-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Jul-2020 - 00:00,21.88,65.65,19.44,4.99,8.5,3.64,27.33,0.65,49.33,0.54,1.28,29.44,1.26,314.53,57.53,766.72,07-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Jul-2020 - 00:00,12.2,36.61,13.8,5.31,5.65,2.5,19.14,0.43,29.16,0.36,0.86,28.26,2.62,280.28,60.28,767.5,08-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,09-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,10-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,11-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,12-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,15-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,16-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,17-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,18-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,19-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,21-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,22-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,23-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,24-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,25-Jul-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
