from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,WS,WD,RH,BP,SR,RF,to date,station
22-Mar-2020 - 00:00,57.58,115.24,14.13,0.49,7.65,36.31,15.6,1.08,20.43,0.45,0.03,0.76,0.06,0.09,24.23,0.55,166.6,54.49,742.12,127.61,0.0,23-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-Mar-2020 - 00:00,64.24,134.04,17.43,0.6,9.53,35.1,16.64,1.24,18.53,0.64,0.07,1.15,0.15,0.2,25.22,0.49,150.99,52.81,742.12,131.46,0.0,24-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Mar-2020 - 00:00,69.7,161.92,17.3,0.57,9.58,38.96,21.27,1.25,15.89,0.7,0.04,1.14,0.13,0.2,25.42,0.48,187.85,55.9,742.0,108.08,0.0,25-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Mar-2020 - 00:00,34.05,81.06,10.47,0.38,5.72,30.4,9.27,1.05,17.0,0.28,0.01,0.62,0.05,0.08,25.92,0.63,150.57,55.52,742.09,134.33,0.0,26-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Mar-2020 - 00:00,50.25,,7.15,0.33,3.93,30.67,10.37,1.02,13.26,0.22,0.0,0.43,0.03,0.04,25.74,0.7,137.09,57.95,742.0,115.77,0.0,27-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Mar-2020 - 00:00,,,6.87,0.5,3.89,33.88,7.27,1.1,9.83,0.23,0.01,0.53,0.03,0.06,22.53,0.59,178.46,75.18,742.03,64.26,0.0,28-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Mar-2020 - 00:00,11.76,29.6,4.89,0.45,2.73,26.81,4.2,0.95,12.47,0.12,0.0,0.28,0.03,0.01,22.69,0.67,146.08,71.31,742.11,143.3,0.0,29-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Mar-2020 - 00:00,15.66,54.78,3.01,0.22,1.57,21.18,5.0,0.88,17.12,0.1,0.0,0.21,0.01,0.0,24.33,0.85,132.51,55.03,742.0,148.25,0.0,30-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Mar-2020 - 00:00,25.96,65.62,5.14,0.26,2.71,22.65,7.16,0.95,17.96,0.18,0.0,0.31,0.03,0.01,24.03,0.72,134.96,53.06,742.0,146.92,0.0,31-Mar-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
31-Mar-2020 - 00:00,31.1,79.38,4.95,0.29,2.69,25.18,7.24,1.04,17.47,0.21,0.0,0.38,0.05,0.0,24.83,0.71,140.88,52.26,742.0,125.96,0.0,01-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Apr-2020 - 00:00,28.41,83.9,5.29,0.49,2.99,22.35,7.75,1.01,18.7,0.31,0.0,0.34,0.03,0.0,26.68,0.66,154.32,46.19,742.0,138.33,0.0,02-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-Apr-2020 - 00:00,24.07,74.68,4.19,0.33,2.19,22.62,7.67,0.97,18.29,0.19,0.0,0.3,0.03,0.01,25.23,0.78,135.57,49.55,742.0,147.65,0.0,03-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-Apr-2020 - 00:00,21.55,65.9,5.18,0.44,2.76,19.42,9.97,0.96,23.45,0.19,0.01,0.32,0.04,0.0,24.46,0.66,139.79,38.41,742.0,150.53,0.0,04-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-Apr-2020 - 00:00,36.0,84.79,7.27,0.36,3.86,24.56,12.42,1.09,22.74,0.3,0.01,0.46,0.09,0.01,25.63,0.63,137.89,40.22,742.0,150.04,0.0,05-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-Apr-2020 - 00:00,70.5,136.89,10.7,0.38,5.81,32.01,14.64,1.3,21.23,0.62,0.08,0.97,0.27,0.07,26.41,0.56,154.6,43.75,742.0,136.54,0.0,06-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
06-Apr-2020 - 00:00,57.77,126.03,7.76,0.42,4.23,35.18,12.62,1.11,21.35,0.59,0.03,0.69,0.13,0.04,28.44,0.63,134.0,40.03,742.0,146.85,0.0,07-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-Apr-2020 - 00:00,27.34,106.29,4.17,0.62,2.4,25.42,8.21,1.01,20.97,0.23,0.0,0.34,0.03,0.01,26.9,0.82,141.08,43.0,742.0,139.99,0.0,08-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-Apr-2020 - 00:00,28.17,101.44,10.36,1.61,5.67,20.56,10.23,1.04,20.74,0.29,0.01,0.45,0.08,0.01,26.87,0.71,139.08,37.06,742.0,145.25,0.0,09-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-Apr-2020 - 00:00,47.88,112.07,19.87,1.62,11.89,21.92,13.05,1.11,21.61,0.43,0.03,0.62,0.11,0.03,26.86,0.56,131.54,39.39,742.0,138.38,0.0,10-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-Apr-2020 - 00:00,59.64,128.29,22.32,1.68,13.24,28.1,14.78,1.32,19.53,0.65,0.2,1.0,0.28,0.11,29.35,0.52,135.59,35.62,742.0,144.33,0.0,11-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-Apr-2020 - 00:00,76.3,175.05,23.34,1.76,13.85,38.36,12.86,1.45,18.81,1.05,0.35,1.44,0.43,0.32,30.22,0.5,162.95,36.99,742.0,138.57,0.0,12-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-Apr-2020 - 00:00,36.47,106.79,19.01,1.61,11.42,25.27,12.1,1.07,22.15,0.34,0.03,0.59,0.12,0.01,29.67,0.65,131.93,36.43,742.0,144.57,0.0,13-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
13-Apr-2020 - 00:00,55.75,140.51,21.48,1.69,12.8,30.42,16.71,1.25,21.65,0.55,0.05,0.87,0.2,0.05,31.33,0.52,136.03,33.9,742.0,144.08,0.0,14-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
14-Apr-2020 - 00:00,97.72,254.16,29.15,2.01,17.14,46.57,13.94,1.84,19.0,1.3,0.15,1.92,0.62,0.25,32.26,0.42,204.02,39.46,742.0,126.86,0.0,15-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
15-Apr-2020 - 00:00,89.01,282.78,25.15,1.67,14.74,41.91,12.47,1.37,21.05,0.68,0.03,0.96,0.16,0.05,31.96,0.51,224.1,37.94,741.99,115.25,0.0,16-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
16-Apr-2020 - 00:00,104.43,294.5,28.15,1.78,16.41,43.78,14.91,1.56,21.99,0.97,0.15,1.33,0.3,0.14,32.05,0.53,159.99,36.61,742.0,121.03,0.0,17-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
17-Apr-2020 - 00:00,33.21,148.85,20.86,1.62,12.42,28.58,8.48,1.4,21.14,0.31,0.01,0.45,0.05,0.02,30.84,0.7,189.14,33.09,742.0,128.31,0.0,18-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
18-Apr-2020 - 00:00,19.1,103.92,17.01,1.63,10.37,18.11,3.81,1.17,20.89,0.17,0.01,0.29,0.03,0.01,29.12,0.71,207.17,39.58,742.0,125.03,0.0,19-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
19-Apr-2020 - 00:00,27.89,70.34,21.25,2.17,13.07,22.68,6.46,1.05,22.66,0.27,0.07,0.62,0.19,0.04,28.58,0.59,155.9,45.51,742.0,144.17,0.0,20-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
20-Apr-2020 - 00:00,83.03,182.49,27.7,2.06,16.4,38.43,11.17,1.21,17.09,0.84,0.11,1.17,0.3,0.07,27.72,0.57,175.91,43.95,742.0,110.8,0.0,21-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
21-Apr-2020 - 00:00,34.64,91.35,20.19,1.71,12.13,23.04,10.03,1.56,23.25,0.37,0.03,0.51,0.1,0.01,27.93,0.5,147.17,42.82,742.0,146.77,0.0,22-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
22-Apr-2020 - 00:00,65.41,154.69,26.13,1.82,15.38,29.33,13.06,1.41,23.44,0.64,0.06,0.91,0.22,0.07,29.29,0.51,175.24,35.4,742.0,148.91,0.0,23-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-Apr-2020 - 00:00,56.73,171.1,24.5,1.68,14.4,31.8,10.53,1.35,22.38,0.61,0.05,0.81,0.13,0.04,29.26,0.52,207.25,39.06,742.0,95.79,0.0,24-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Apr-2020 - 00:00,58.49,191.59,24.32,1.6,14.24,33.17,10.27,1.43,23.87,0.63,0.04,0.82,0.16,0.09,29.37,0.47,245.22,43.01,742.0,142.36,0.0,25-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Apr-2020 - 00:00,68.97,228.47,25.69,1.71,15.06,37.53,13.1,1.59,21.92,0.75,0.03,1.14,0.17,0.09,30.41,0.51,218.4,40.11,742.0,126.27,0.0,26-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Apr-2020 - 00:00,46.89,138.75,19.94,1.66,11.95,33.37,6.01,1.6,18.18,0.4,0.01,0.53,0.06,0.01,24.43,0.7,254.86,68.08,742.0,74.47,0.0,27-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Apr-2020 - 00:00,27.94,70.65,17.38,1.62,10.56,21.88,3.47,1.09,18.18,0.22,0.0,0.26,0.01,0.0,24.67,0.72,249.38,73.23,742.0,124.03,0.0,28-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Apr-2020 - 00:00,40.57,111.06,19.69,1.67,11.83,23.15,3.87,0.85,21.35,0.2,0.01,0.31,0.04,0.01,27.68,0.55,212.34,59.7,742.0,135.49,0.0,29-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Apr-2020 - 00:00,74.27,193.56,23.84,1.76,14.11,27.67,2.64,1.38,24.13,0.36,0.02,0.61,0.1,0.05,29.21,0.51,263.14,57.96,742.0,118.7,0.0,30-Apr-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Apr-2020 - 00:00,68.57,202.8,21.73,1.67,12.91,38.18,3.06,1.46,26.47,0.35,0.01,0.53,0.08,0.02,30.67,0.54,253.46,57.12,742.0,129.08,0.0,01-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-May-2020 - 00:00,39.14,141.29,17.57,1.61,10.67,29.42,1.24,1.1,28.73,0.16,0.0,0.24,0.01,0.0,29.25,0.62,265.85,58.49,742.0,140.32,0.0,02-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-May-2020 - 00:00,31.45,129.67,17.88,1.62,10.82,24.15,1.78,0.96,25.41,0.15,0.0,0.25,0.01,0.0,29.21,0.72,264.99,59.69,742.0,140.31,0.0,03-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-May-2020 - 00:00,35.16,132.56,18.41,1.66,11.15,24.72,1.72,1.09,22.64,0.18,0.0,0.3,0.03,0.01,28.42,0.74,247.8,64.98,742.0,108.34,0.0,04-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-May-2020 - 00:00,22.89,58.51,21.72,1.9,13.1,31.25,2.66,1.16,22.94,0.12,0.02,0.31,0.06,0.02,27.48,0.57,194.48,64.77,742.0,146.14,0.0,05-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-May-2020 - 00:00,60.57,146.02,26.8,1.96,15.85,33.46,4.77,1.16,23.61,0.36,0.07,0.69,0.17,0.06,30.36,0.58,174.0,51.93,742.0,145.55,0.0,06-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
06-May-2020 - 00:00,41.11,143.1,21.91,1.71,13.04,27.29,6.22,1.15,25.54,0.26,0.03,0.46,0.09,0.02,28.54,0.56,219.16,53.16,742.0,123.03,0.0,07-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-May-2020 - 00:00,24.52,70.72,20.29,1.61,12.1,23.3,5.6,0.8,30.41,0.16,0.04,0.4,0.1,0.02,27.83,0.6,224.17,50.51,742.0,154.95,0.01,08-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-May-2020 - 00:00,67.43,165.27,24.68,1.79,14.59,27.76,3.25,1.36,31.01,0.35,0.05,0.67,0.14,0.05,30.14,0.52,232.51,56.94,742.0,141.7,0.0,09-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-May-2020 - 00:00,75.84,187.69,22.3,1.71,13.25,35.44,3.5,1.23,31.42,0.36,0.02,0.65,0.09,0.04,31.01,0.57,244.99,55.96,742.0,136.61,0.0,10-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-May-2020 - 00:00,41.54,100.47,21.02,1.84,12.67,36.68,3.44,1.22,22.68,0.21,0.01,0.44,0.06,0.01,26.36,0.73,236.6,66.06,741.99,71.33,0.0,11-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-May-2020 - 00:00,26.07,60.79,20.32,1.72,12.21,32.12,4.68,1.04,24.32,0.2,0.01,0.45,0.06,0.02,27.42,0.58,250.4,62.3,742.0,140.62,0.0,12-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-May-2020 - 00:00,42.05,102.38,20.21,1.59,12.05,24.11,3.76,0.9,27.02,0.2,0.02,0.46,0.07,0.02,29.09,0.62,225.21,59.41,742.0,130.14,0.0,13-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
13-May-2020 - 00:00,84.7,233.43,27.19,1.86,15.97,35.38,3.51,1.26,19.59,0.46,0.13,1.25,0.38,0.17,29.56,0.45,164.98,60.52,742.0,77.65,0.0,14-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
14-May-2020 - 00:00,102.4,243.79,27.85,2.22,16.61,54.7,4.21,1.88,28.19,0.45,0.11,1.26,0.25,0.14,31.06,0.52,186.54,54.41,742.0,125.26,0.0,15-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
15-May-2020 - 00:00,35.33,113.23,22.04,1.86,13.25,33.78,9.04,1.63,25.62,0.19,0.02,0.51,0.09,0.01,32.2,0.76,137.9,36.64,742.0,155.86,0.0,16-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
16-May-2020 - 00:00,44.0,120.06,23.07,1.61,13.58,21.25,10.42,1.23,32.16,0.28,0.03,0.53,0.11,0.02,32.86,0.72,130.94,30.88,742.0,164.94,0.0,17-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
17-May-2020 - 00:00,76.18,174.11,28.35,1.68,16.44,22.99,19.38,2.88,32.1,0.5,0.14,1.1,0.34,0.08,34.18,0.52,140.32,25.12,742.0,151.9,0.0,18-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
18-May-2020 - 00:00,85.49,189.6,30.36,1.67,17.5,28.27,22.49,1.3,30.08,0.64,0.16,1.23,0.35,0.07,34.18,0.56,140.24,24.66,742.0,145.01,0.0,19-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
19-May-2020 - 00:00,74.62,185.6,31.59,1.93,18.37,27.6,20.93,1.01,24.44,1.2,0.12,1.77,0.54,0.34,33.63,0.57,154.84,22.3,742.0,152.07,0.0,20-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
20-May-2020 - 00:00,50.54,142.62,27.43,1.87,16.11,26.26,16.98,1.56,27.09,0.45,0.09,0.93,0.23,0.05,33.21,0.64,137.55,21.12,742.0,161.3,0.0,21-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
21-May-2020 - 00:00,60.58,189.47,25.85,1.64,15.09,24.44,18.9,1.5,32.36,0.37,0.05,0.79,0.17,0.01,34.19,0.68,147.39,22.5,742.0,160.17,0.0,22-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
22-May-2020 - 00:00,107.75,263.4,39.52,5.39,25.4,40.69,22.13,1.93,29.0,1.09,0.35,2.35,0.79,0.15,35.29,0.46,186.58,26.91,742.0,145.96,0.0,23-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-May-2020 - 00:00,101.62,266.57,28.85,1.91,16.9,54.08,6.27,1.85,30.98,0.82,0.13,1.43,0.32,0.06,34.56,0.5,248.29,45.04,742.0,135.45,0.0,24-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-May-2020 - 00:00,89.83,259.66,26.74,1.82,15.71,52.23,7.05,1.81,29.84,0.51,0.12,1.16,0.3,0.06,36.47,0.58,172.64,40.17,742.0,142.45,0.0,25-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-May-2020 - 00:00,51.95,177.5,24.83,1.72,14.6,34.91,21.29,1.23,28.27,0.4,0.05,0.82,0.15,0.03,37.44,0.64,134.45,23.64,742.0,155.85,0.0,26-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-May-2020 - 00:00,59.21,184.39,30.9,2.34,18.34,28.37,22.44,1.2,26.72,0.52,0.09,1.58,0.28,0.04,38.01,0.52,150.16,23.56,742.0,150.82,0.0,27-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-May-2020 - 00:00,40.79,153.92,24.06,1.87,14.32,27.84,14.34,1.16,32.3,0.47,0.04,0.75,0.14,0.03,35.78,0.59,222.24,30.25,742.0,152.85,0.0,28-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-May-2020 - 00:00,26.31,174.89,17.9,1.59,10.82,23.2,5.11,0.88,28.32,0.17,0.0,0.23,0.01,0.0,31.1,0.9,252.54,50.23,742.0,120.03,0.02,29-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-May-2020 - 00:00,24.46,37.36,18.91,1.69,11.43,19.51,2.53,1.13,22.58,0.08,0.0,0.26,0.02,0.0,28.18,0.77,235.84,66.18,742.0,109.43,0.0,30-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-May-2020 - 00:00,19.76,,19.61,1.95,12.02,22.2,2.57,0.94,20.87,0.12,0.01,0.36,0.04,0.0,27.81,0.6,247.6,68.89,741.99,115.3,0.0,31-May-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
31-May-2020 - 00:00,17.18,,18.19,1.97,11.28,20.23,2.81,0.99,19.01,0.09,0.01,0.34,0.04,0.0,26.22,0.61,226.44,78.7,742.0,111.56,0.01,01-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Jun-2020 - 00:00,,,18.57,1.68,11.25,18.45,2.34,0.91,22.05,0.08,0.04,0.33,0.11,0.01,28.18,0.51,198.1,68.3,742.0,152.75,0.0,02-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-Jun-2020 - 00:00,31.38,98.64,26.95,2.64,16.48,50.47,3.24,1.15,23.49,0.21,0.1,0.91,0.23,0.08,30.11,0.55,175.86,60.03,742.0,126.28,0.0,03-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-Jun-2020 - 00:00,34.64,100.0,24.1,2.04,14.48,46.74,4.66,1.06,27.23,0.18,0.05,0.66,0.11,0.08,31.05,0.46,183.74,56.88,742.0,156.25,0.0,04-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-Jun-2020 - 00:00,52.06,146.58,24.5,1.88,14.56,42.83,5.15,1.2,21.45,0.28,0.04,0.77,0.07,0.14,30.19,0.6,234.38,60.85,742.0,101.89,0.0,05-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-Jun-2020 - 00:00,23.7,62.12,18.92,1.73,11.46,34.38,2.76,1.04,21.75,0.13,0.01,0.46,0.02,0.06,27.8,0.58,257.12,72.18,742.0,115.22,0.0,06-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
06-Jun-2020 - 00:00,28.27,78.46,19.78,1.78,11.96,29.05,3.47,1.32,21.7,0.17,0.02,0.4,0.04,0.07,29.39,0.52,248.24,66.65,742.0,145.6,0.0,07-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-Jun-2020 - 00:00,43.23,100.59,23.91,1.92,14.28,32.06,3.46,1.19,19.91,0.23,0.09,0.8,0.21,0.17,28.81,0.52,213.18,69.97,742.0,90.6,0.0,08-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-Jun-2020 - 00:00,48.53,112.3,24.75,1.77,14.6,37.84,4.04,1.26,23.29,0.29,0.08,1.07,0.19,0.29,30.86,0.51,185.15,63.27,742.0,146.06,0.0,09-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-Jun-2020 - 00:00,53.42,145.79,26.81,1.92,15.83,35.56,3.01,1.34,25.73,0.26,0.2,1.38,0.45,0.27,33.68,0.47,180.38,54.09,742.0,149.27,0.0,10-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-Jun-2020 - 00:00,61.27,188.6,26.94,2.14,16.07,48.8,3.76,1.28,25.55,0.3,0.09,1.34,0.2,0.33,34.48,0.49,190.84,51.16,742.0,140.39,0.0,11-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-Jun-2020 - 00:00,57.8,202.74,24.29,2.2,14.71,37.15,2.85,1.53,23.93,0.25,0.02,1.17,0.06,0.25,33.84,0.49,208.82,57.48,742.0,134.52,0.0,12-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-Jun-2020 - 00:00,48.97,163.83,20.77,1.75,12.47,31.65,3.03,1.34,24.52,0.25,0.02,0.75,0.06,0.16,33.91,0.52,264.99,61.84,742.0,135.89,0.0,13-Jun-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
