from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,WS,WD,RH,BP,SR,RF,to date,station
21-Apr-2020 - 00:00,26.33,111.41,15.03,2.71,10.2,32.42,4.74,0.39,79.25,29.82,0.66,153.78,37.19,719.7,312.1,0.0,22-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Apr-2020 - 00:00,25.12,93.9,15.69,2.84,10.66,33.87,7.55,0.33,80.02,31.25,0.67,161.64,33.67,719.23,318.69,0.0,23-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Apr-2020 - 00:00,29.7,117.68,16.3,2.86,11.0,35.73,6.3,0.4,78.85,30.2,0.66,109.48,33.9,719.09,294.26,0.0,24-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Apr-2020 - 00:00,26.3,90.68,15.2,2.63,10.22,33.88,6.7,0.38,88.31,30.94,0.75,117.65,33.29,717.34,318.36,0.0,25-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Apr-2020 - 00:00,29.99,88.55,14.78,2.79,10.13,27.26,9.52,0.33,84.18,29.64,1.13,121.34,44.44,717.22,307.98,0.08,26-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Apr-2020 - 00:00,21.73,57.09,15.17,2.66,10.24,19.55,11.39,0.32,85.39,28.27,1.76,120.21,50.02,719.21,318.02,0.0,27-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Apr-2020 - 00:00,11.32,32.07,13.49,2.69,9.37,16.41,4.53,0.25,89.18,27.45,1.02,136.33,52.15,722.2,303.77,0.0,28-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Apr-2020 - 00:00,20.18,55.27,13.79,2.61,9.46,14.51,6.54,0.33,89.39,29.81,0.71,141.4,46.06,721.48,323.54,0.0,29-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
29-Apr-2020 - 00:00,20.15,56.84,14.41,2.84,9.97,13.62,5.47,0.55,87.47,28.33,0.71,130.46,51.59,720.4,301.04,0.2,30-Apr-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
30-Apr-2020 - 00:00,35.02,78.12,15.96,2.97,10.9,12.79,9.67,0.5,89.52,30.5,0.73,143.7,45.88,720.51,321.88,0.0,01-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
01-May-2020 - 00:00,30.75,81.23,16.47,2.91,11.12,12.05,4.52,0.59,72.78,32.0,1.01,170.9,40.15,718.6,320.92,0.0,02-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
02-May-2020 - 00:00,25.68,82.11,12.48,2.77,8.86,10.98,7.37,0.47,99.73,32.05,1.09,116.21,41.59,717.29,321.1,0.0,03-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
03-May-2020 - 00:00,29.92,93.74,11.86,2.63,8.44,10.35,10.89,0.47,103.95,33.04,1.06,121.67,39.76,717.09,315.29,0.0,04-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
04-May-2020 - 00:00,23.98,86.61,11.82,2.51,8.33,13.4,7.94,0.48,104.27,30.98,1.32,116.64,45.7,718.56,314.66,0.0,05-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
05-May-2020 - 00:00,7.86,33.01,12.08,2.62,8.56,14.95,5.48,0.52,85.15,28.23,0.98,146.83,53.36,719.36,342.51,0.14,06-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
06-May-2020 - 00:00,15.71,50.52,16.68,3.06,11.34,15.76,5.89,0.56,79.4,27.79,0.62,161.42,50.8,719.43,299.0,0.01,07-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
07-May-2020 - 00:00,22.6,69.99,17.09,4.1,12.39,16.97,11.1,0.66,74.18,31.15,0.69,183.45,37.97,719.0,333.8,0.0,08-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
08-May-2020 - 00:00,36.32,111.2,15.37,5.46,12.62,18.79,11.93,0.61,83.92,32.72,0.86,201.93,39.94,717.5,317.94,0.0,09-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
09-May-2020 - 00:00,28.21,104.16,11.84,5.19,10.52,16.73,10.7,0.64,77.73,32.81,1.02,225.65,35.82,718.09,316.72,0.0,10-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
10-May-2020 - 00:00,47.02,129.33,13.73,5.55,11.81,17.32,36.19,0.68,79.73,31.92,1.33,221.68,36.64,719.03,310.96,0.03,11-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
11-May-2020 - 00:00,16.84,41.55,13.72,5.49,11.76,17.25,9.51,0.55,93.17,30.05,0.6,145.27,45.21,720.62,329.14,0.0,12-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
12-May-2020 - 00:00,26.18,69.66,14.59,5.24,12.03,17.3,5.34,0.74,85.17,30.71,0.71,145.56,44.91,719.54,314.82,0.0,13-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
13-May-2020 - 00:00,32.42,79.44,11.11,5.17,10.11,16.23,11.38,0.69,88.06,31.93,0.8,184.03,41.79,717.81,313.44,0.0,14-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
14-May-2020 - 00:00,43.12,113.32,14.86,5.46,12.34,13.88,27.68,0.82,81.64,33.25,0.57,187.47,38.89,717.57,298.01,0.0,15-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
15-May-2020 - 00:00,42.33,120.09,16.54,5.34,13.13,12.46,13.39,0.86,79.02,32.98,0.76,174.48,40.88,716.69,266.88,0.0,16-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
16-May-2020 - 00:00,34.71,100.94,14.89,5.26,12.19,10.96,18.04,0.82,76.42,33.58,0.74,165.69,39.71,715.9,317.52,0.0,17-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
17-May-2020 - 00:00,44.85,142.98,16.68,5.21,13.12,10.86,30.59,0.82,85.04,33.96,0.83,216.52,35.09,715.39,291.85,0.0,18-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
18-May-2020 - 00:00,26.67,78.32,12.89,5.32,11.19,12.29,12.02,0.72,93.01,31.23,0.94,187.11,43.57,714.09,264.01,0.05,19-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
19-May-2020 - 00:00,44.31,126.11,17.93,5.6,14.1,13.79,14.11,0.81,76.68,31.02,0.57,172.57,42.0,713.17,326.07,0.0,20-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
20-May-2020 - 00:00,64.85,218.24,27.73,6.69,20.19,21.83,16.2,1.27,69.39,32.4,0.68,182.02,29.71,711.53,323.65,0.0,21-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
21-May-2020 - 00:00,68.18,229.65,27.1,6.31,19.54,29.78,43.07,1.23,62.82,32.82,0.85,250.64,27.36,713.07,332.03,0.0,22-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
22-May-2020 - 00:00,74.65,236.79,33.08,6.95,23.25,49.87,30.0,1.29,54.62,34.29,0.69,244.5,23.91,713.73,329.61,0.0,23-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
23-May-2020 - 00:00,67.22,251.98,33.61,7.21,23.74,46.95,39.22,1.3,39.59,35.61,0.77,251.25,25.62,714.29,325.3,0.0,24-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
24-May-2020 - 00:00,43.82,187.97,23.03,5.75,16.93,46.72,26.65,0.88,56.1,37.18,0.97,268.18,23.34,714.71,313.83,0.0,25-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
25-May-2020 - 00:00,41.01,179.03,19.38,5.53,14.81,38.65,36.51,0.83,54.08,37.09,0.84,260.41,23.31,714.9,309.03,0.0,26-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
26-May-2020 - 00:00,47.16,201.76,23.29,5.91,17.2,46.3,57.3,0.71,52.03,37.16,1.37,255.16,22.64,714.29,331.11,0.0,27-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
27-May-2020 - 00:00,34.46,179.47,16.41,5.49,13.19,43.38,30.65,0.75,55.3,35.99,1.07,226.6,29.26,712.8,311.82,0.02,28-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
28-May-2020 - 00:00,31.32,146.14,15.78,5.41,12.8,26.45,9.91,0.68,59.88,33.78,1.41,195.12,39.02,712.46,310.12,0.0,29-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
29-May-2020 - 00:00,25.62,103.07,12.93,5.39,11.26,19.59,10.91,0.66,69.87,30.56,0.99,146.47,49.92,714.84,291.35,0.02,30-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
30-May-2020 - 00:00,35.31,134.81,14.32,5.44,12.04,17.15,11.67,0.69,58.17,31.3,1.01,194.73,50.41,715.65,319.46,0.03,31-May-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
31-May-2020 - 00:00,34.67,133.97,11.66,5.06,10.33,13.77,9.36,0.62,88.45,32.66,1.06,152.22,47.11,716.96,313.86,0.0,01-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
01-Jun-2020 - 00:00,29.91,93.4,12.97,5.49,11.37,12.49,9.04,0.74,77.35,31.51,1.02,188.77,49.31,718.22,315.38,0.0,02-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
02-Jun-2020 - 00:00,31.05,94.3,15.98,5.42,12.91,20.13,9.13,0.65,65.05,28.34,0.82,183.55,59.82,718.06,272.04,0.03,03-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
03-Jun-2020 - 00:00,32.27,103.58,13.34,5.57,11.62,22.31,19.43,0.58,51.11,28.66,0.81,223.0,55.89,717.15,273.65,0.03,04-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
04-Jun-2020 - 00:00,14.76,28.99,11.52,5.67,10.74,30.59,7.0,0.54,35.0,24.84,1.09,157.04,79.71,714.19,252.62,0.37,05-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
05-Jun-2020 - 00:00,23.57,76.65,14.89,6.26,13.0,24.55,8.31,0.67,35.29,24.04,0.98,269.99,79.94,715.15,211.88,0.01,06-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
06-Jun-2020 - 00:00,31.89,102.53,17.57,5.85,14.1,26.29,14.79,0.64,54.44,28.64,0.71,234.53,62.38,715.64,325.97,0.0,07-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
07-Jun-2020 - 00:00,24.93,84.72,12.45,5.32,10.94,21.79,13.49,0.51,73.0,30.8,0.77,212.32,55.38,714.84,324.86,0.0,08-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Jun-2020 - 00:00,29.79,84.3,15.07,5.65,12.61,20.66,10.94,0.62,66.78,31.1,0.76,225.57,55.85,714.76,318.2,0.0,09-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Jun-2020 - 00:00,35.99,136.05,24.79,6.53,17.55,20.02,29.88,1.19,50.74,32.39,0.81,224.16,50.73,714.54,310.83,0.0,10-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Jun-2020 - 00:00,36.45,111.32,21.46,5.88,16.2,20.19,20.67,0.78,64.79,33.6,0.82,193.44,46.21,713.34,330.81,0.0,11-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Jun-2020 - 00:00,54.08,126.84,15.67,5.42,12.74,20.62,13.23,0.79,89.84,32.96,0.96,142.07,49.85,711.42,315.69,0.0,12-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
12-Jun-2020 - 00:00,52.35,93.25,14.1,5.33,11.84,16.14,14.44,0.69,86.26,32.59,0.74,130.74,53.89,710.36,318.78,0.0,13-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
13-Jun-2020 - 00:00,48.14,90.04,11.56,5.25,10.43,14.02,14.78,0.74,44.61,29.18,0.7,217.96,67.11,711.39,217.61,0.04,14-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
14-Jun-2020 - 00:00,22.22,51.74,8.92,5.2,8.97,11.91,12.73,0.61,32.3,28.28,0.53,226.92,71.32,713.05,264.69,0.0,15-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
15-Jun-2020 - 00:00,17.24,44.39,10.21,5.62,10.0,11.76,10.31,0.58,38.41,28.73,0.6,184.09,71.06,712.71,378.18,0.0,16-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
16-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,17-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
17-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,18-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
18-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,19-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
19-Jun-2020 - 00:00,26.94,108.32,31.77,7.16,17.8,32.96,15.7,0.79,59.58,28.03,1.37,261.92,64.96,712.92,51.88,0.0,20-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
20-Jun-2020 - 00:00,34.23,81.18,17.18,6.56,14.34,20.11,14.14,0.54,68.13,28.46,1.19,231.97,66.56,713.2,300.75,0.04,21-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
21-Jun-2020 - 00:00,42.7,76.71,15.82,5.93,13.23,14.05,11.55,0.67,48.9,28.62,1.17,176.64,71.25,712.35,310.26,0.0,22-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Jun-2020 - 00:00,25.57,43.71,17.9,6.36,14.69,14.87,9.15,0.74,23.91,26.12,0.55,194.33,83.03,712.3,175.56,1.32,23-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Jun-2020 - 00:00,26.55,47.71,21.62,6.65,16.91,16.92,10.9,1.04,12.35,25.93,0.4,258.74,86.06,714.06,162.99,0.02,24-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Jun-2020 - 00:00,38.4,95.27,17.19,5.33,13.36,17.45,10.97,0.73,29.54,28.56,0.88,248.59,74.59,715.94,281.97,0.01,25-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Jun-2020 - 00:00,38.38,108.93,18.21,5.2,13.53,15.63,16.92,0.72,25.96,29.54,1.04,242.56,71.22,715.38,330.11,0.0,26-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Jun-2020 - 00:00,35.41,69.45,19.01,4.71,13.76,14.11,17.76,0.78,28.58,26.0,0.96,234.78,81.9,715.27,172.81,0.65,27-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Jun-2020 - 00:00,35.74,86.55,15.81,6.16,13.34,11.98,17.1,0.76,30.08,26.38,0.89,258.71,78.43,715.58,270.53,0.0,28-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Jun-2020 - 00:00,49.48,109.5,14.1,6.08,12.39,9.72,21.12,0.75,33.56,29.51,1.21,255.62,68.46,714.98,313.35,0.0,29-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
29-Jun-2020 - 00:00,30.12,59.27,14.54,5.75,12.36,12.77,16.76,0.62,42.97,23.38,0.81,211.99,85.26,716.3,68.52,0.81,30-Jun-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
30-Jun-2020 - 00:00,29.82,61.78,14.05,5.08,11.54,10.38,10.05,0.76,23.02,26.73,0.65,183.7,80.62,715.14,285.72,0.0,01-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
01-Jul-2020 - 00:00,36.56,102.4,14.56,4.77,11.15,12.81,14.3,0.64,37.28,28.68,0.98,243.11,71.1,714.08,318.61,0.0,02-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
02-Jul-2020 - 00:00,33.89,87.73,14.24,3.38,10.1,22.31,12.33,0.56,43.36,28.31,1.04,245.83,73.88,712.62,262.43,0.0,03-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
03-Jul-2020 - 00:00,41.15,102.93,16.43,3.86,11.69,22.37,11.15,0.76,36.56,29.83,0.81,226.12,70.27,712.27,286.85,0.0,04-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
04-Jul-2020 - 00:00,35.89,80.98,13.61,3.42,9.89,21.23,11.93,0.69,45.53,29.3,0.67,207.9,70.58,711.78,284.89,0.0,05-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
05-Jul-2020 - 00:00,20.48,40.21,10.61,3.2,8.22,16.36,3.71,0.63,43.16,28.3,0.66,186.71,73.78,711.2,273.1,0.01,06-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
06-Jul-2020 - 00:00,17.8,37.9,13.13,3.51,9.58,12.19,12.56,0.73,33.03,25.71,0.63,242.52,83.17,711.32,220.68,0.3,07-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
07-Jul-2020 - 00:00,22.52,59.23,12.2,3.51,9.08,11.24,15.3,0.65,21.97,26.89,0.95,243.83,79.05,714.32,284.72,0.01,08-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Jul-2020 - 00:00,24.31,95.32,14.1,3.87,10.46,10.63,16.74,0.68,20.84,29.88,0.93,216.01,69.72,715.9,320.79,0.0,09-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Jul-2020 - 00:00,23.18,69.6,12.19,3.64,8.65,10.28,19.03,0.58,23.85,28.95,1.09,245.5,73.2,714.29,282.7,0.03,10-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Jul-2020 - 00:00,29.55,93.17,12.08,4.34,9.75,11.05,16.56,0.69,19.37,27.9,1.22,247.36,75.72,713.89,276.94,0.0,11-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Jul-2020 - 00:00,30.64,111.15,16.41,3.5,11.34,7.13,19.78,0.63,19.23,29.17,1.57,254.14,70.17,713.91,303.02,0.0,12-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
12-Jul-2020 - 00:00,23.62,71.46,14.46,3.8,10.42,5.32,27.99,0.59,19.45,29.24,1.49,259.7,69.24,714.54,323.93,0.0,13-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
13-Jul-2020 - 00:00,20.49,73.36,15.7,3.43,11.01,5.21,20.61,0.7,19.6,29.77,1.13,261.66,69.34,713.88,292.62,0.0,14-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
14-Jul-2020 - 00:00,27.46,88.15,17.16,3.42,11.75,5.53,15.82,0.72,14.27,27.76,0.59,237.31,78.79,714.45,178.23,0.0,15-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
15-Jul-2020 - 00:00,33.91,72.89,15.78,3.47,11.09,7.04,13.53,0.64,31.83,28.78,0.8,162.1,75.04,713.28,278.99,0.0,16-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
16-Jul-2020 - 00:00,26.5,63.61,13.8,3.22,9.38,6.4,11.85,0.55,30.82,28.75,0.71,176.58,72.2,712.25,299.69,0.0,17-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
17-Jul-2020 - 00:00,20.04,55.17,12.56,3.26,9.14,6.78,10.83,0.59,34.45,29.73,0.8,181.89,67.82,713.67,297.07,0.0,18-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
18-Jul-2020 - 00:00,22.35,77.93,11.79,3.19,8.39,6.85,14.4,0.56,33.56,30.6,0.73,220.89,66.94,715.62,316.72,0.01,19-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
19-Jul-2020 - 00:00,24.31,78.93,12.03,2.87,8.21,5.56,28.21,0.57,27.39,30.13,1.26,249.98,68.08,715.32,304.94,0.0,20-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
20-Jul-2020 - 00:00,20.94,69.74,14.17,4.63,11.04,11.31,14.23,0.5,18.99,27.28,0.98,233.23,80.11,714.5,250.77,0.28,21-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
21-Jul-2020 - 00:00,20.89,54.33,14.24,4.76,11.22,18.82,13.23,0.53,24.42,25.57,0.87,233.82,84.72,716.48,222.31,0.42,22-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Jul-2020 - 00:00,23.84,93.47,15.56,4.0,11.42,14.92,17.01,0.67,25.21,28.38,1.06,254.78,73.56,716.84,309.15,0.19,23-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Jul-2020 - 00:00,22.45,78.93,15.96,3.36,11.05,14.68,17.99,0.55,34.78,27.82,0.81,246.29,74.4,716.01,253.12,0.0,24-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Jul-2020 - 00:00,24.44,75.29,14.16,3.18,10.05,13.29,16.84,0.64,40.55,28.12,0.71,215.23,71.85,717.84,302.86,0.0,25-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Jul-2020 - 00:00,27.98,60.66,11.18,2.97,8.32,15.07,12.83,0.52,35.74,27.62,0.61,207.72,75.95,719.48,243.32,0.0,26-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Jul-2020 - 00:00,28.47,63.95,14.39,3.17,10.13,13.31,13.48,0.55,31.62,29.24,0.68,244.08,70.36,719.82,314.55,0.0,27-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Jul-2020 - 00:00,21.16,61.8,13.52,2.9,9.39,11.87,25.51,0.44,31.83,30.59,1.07,255.6,65.85,718.15,308.52,0.0,28-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Jul-2020 - 00:00,22.45,63.44,13.62,3.24,9.82,13.41,15.05,0.54,28.3,28.16,0.84,239.51,76.36,716.69,227.5,0.07,29-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
29-Jul-2020 - 00:00,18.58,40.96,13.73,2.98,9.71,15.07,10.98,0.61,25.77,26.12,0.43,239.04,82.46,716.72,220.21,0.38,30-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
30-Jul-2020 - 00:00,31.91,74.16,15.34,3.3,10.74,16.91,15.82,0.63,32.99,28.68,0.64,234.51,73.16,717.03,310.73,0.0,31-Jul-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
31-Jul-2020 - 00:00,44.0,97.23,13.41,3.15,9.7,19.38,13.82,0.58,34.53,29.64,0.75,228.47,71.36,716.54,300.1,0.0,01-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
01-Aug-2020 - 00:00,22.67,50.7,14.2,4.2,9.31,15.21,13.65,0.61,30.8,28.07,0.6,207.7,77.32,716.21,266.39,0.14,02-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
02-Aug-2020 - 00:00,19.7,46.18,15.84,5.21,8.66,12.25,16.03,0.58,31.42,27.13,0.67,237.4,80.32,714.35,250.83,0.01,03-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
03-Aug-2020 - 00:00,24.02,47.55,15.01,4.81,9.09,10.8,16.28,0.54,37.16,26.97,0.94,247.75,79.23,711.39,269.27,0.0,04-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
04-Aug-2020 - 00:00,22.69,47.26,16.83,3.26,11.41,15.61,11.87,0.49,25.28,27.16,0.93,251.76,79.96,708.55,274.61,0.0,05-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
05-Aug-2020 - 00:00,18.58,35.52,23.03,3.58,15.04,18.67,8.11,0.54,25.69,26.55,0.74,173.75,82.41,707.02,273.96,0.23,06-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
06-Aug-2020 - 00:00,16.21,28.78,21.32,3.73,14.33,18.47,10.78,0.48,19.99,26.14,0.66,164.36,85.2,709.16,186.46,0.4,07-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
07-Aug-2020 - 00:00,20.39,46.38,17.53,3.4,11.91,17.5,7.63,0.5,29.16,27.44,0.89,186.7,78.52,714.14,288.7,0.0,08-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Aug-2020 - 00:00,21.74,61.62,20.45,4.51,14.43,17.71,13.25,0.56,18.03,26.28,1.02,250.45,83.98,713.97,208.99,0.01,09-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Aug-2020 - 00:00,23.27,53.93,20.39,4.09,14.16,18.39,13.84,0.55,19.67,27.1,0.61,238.66,82.41,712.51,236.94,0.02,10-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Aug-2020 - 00:00,22.02,57.28,25.24,5.01,17.5,19.93,10.07,0.55,24.22,27.8,0.55,188.18,81.01,712.62,244.08,0.06,11-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Aug-2020 - 00:00,22.54,73.3,23.23,4.25,15.7,21.47,12.53,0.58,20.66,28.19,0.98,251.99,80.58,713.32,232.0,0.07,12-Aug-2020 - 00:00,"Gole Bazar, Katni - MPPCB"
