from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,Ozone,SO2,CO,to date,station
09-Sep-2020 - 00:00,34.98,982.57,96.61,44.22,67.84,155.4,302.01,1.58,2.86,31.79,29.98,40.1,14.09,32.82,53.05,10.81,1.04,10-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Sep-2020 - 00:00,35.12,980.12,98.14,42.56,65.33,165.51,306.53,1.72,2.27,24.93,27.34,42.15,14.26,34.06,59.73,13.36,1.05,11-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Sep-2020 - 00:00,35.53,980.57,124.53,47.32,61.35,163.6,294.04,0.98,2.67,31.51,22.61,48.01,37.1,55.76,60.58,13.21,1.26,12-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Sep-2020 - 00:00,35.73,983.02,121.8,50.5,60.7,158.47,272.93,0.92,3.06,31.94,22.16,40.99,31.78,47.72,65.24,9.88,1.22,13-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Sep-2020 - 00:00,36.38,982.71,125.5,61.32,57.23,176.41,276.3,0.79,1.31,9.04,36.27,30.11,7.24,21.93,74.54,17.01,1.16,14-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Sep-2020 - 00:00,35.13,982.08,136.99,66.25,65.89,108.24,269.88,0.72,2.79,34.61,29.37,43.42,26.65,44.83,48.56,10.44,1.54,15-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Sep-2020 - 00:00,35.21,981.56,120.38,54.03,63.57,126.3,291.96,1.01,2.66,36.41,32.74,41.27,18.81,37.31,53.88,10.61,1.3,16-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Sep-2020 - 00:00,35.51,981.25,143.86,58.01,62.71,136.14,293.38,1.42,2.86,38.37,37.24,43.53,21.67,40.81,40.11,8.58,1.42,17-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Sep-2020 - 00:00,35.67,980.76,104.82,35.78,60.12,149.9,302.13,2.16,1.88,22.95,43.37,32.96,8.42,24.43,39.96,7.73,0.78,18-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Sep-2020 - 00:00,36.09,979.91,102.14,31.33,58.75,152.25,297.14,2.04,1.53,21.46,50.32,29.88,7.52,22.02,43.33,9.79,0.82,19-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Sep-2020 - 00:00,35.59,980.26,116.57,47.39,62.19,135.88,291.99,1.13,2.26,24.1,50.84,36.04,9.82,27.16,62.97,8.59,1.02,20-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Sep-2020 - 00:00,35.44,979.61,131.98,58.16,61.85,137.73,297.03,1.56,1.43,19.9,50.8,33.89,8.71,25.13,70.73,9.22,1.09,21-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Sep-2020 - 00:00,35.55,978.56,134.65,54.34,61.46,125.49,293.09,1.05,0.0,0.0,42.2,37.93,5.29,24.45,78.38,10.9,0.94,22-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Sep-2020 - 00:00,35.64,979.36,85.16,29.53,60.98,139.2,118.77,1.52,,,34.05,29.0,5.67,20.04,25.69,10.99,0.82,23-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Sep-2020 - 00:00,36.03,979.21,72.75,18.61,57.3,179.74,105.14,1.42,2.34,30.67,44.56,50.91,18.69,42.33,29.17,22.64,1.1,24-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Sep-2020 - 00:00,34.78,981.39,119.59,36.29,62.95,120.14,169.47,1.19,1.87,21.51,45.01,33.46,9.77,25.75,54.74,16.55,0.94,25-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Sep-2020 - 00:00,34.86,980.57,128.77,44.47,59.88,129.47,266.13,1.47,2.49,25.97,49.14,38.18,27.35,42.56,66.69,16.79,1.27,26-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Sep-2020 - 00:00,34.04,980.72,163.27,49.26,60.17,91.9,283.59,1.54,2.85,33.23,47.63,57.95,93.23,106.9,33.37,15.16,1.27,27-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Sep-2020 - 00:00,34.08,983.35,103.75,28.12,56.47,126.89,297.22,1.43,1.94,23.79,44.39,,,,60.36,17.42,0.95,28-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Sep-2020 - 00:00,34.1,984.41,175.57,55.7,57.34,124.73,307.03,1.72,2.87,36.57,36.41,48.75,9.2,33.42,59.41,15.89,1.16,29-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Sep-2020 - 00:00,34.07,984.16,178.57,55.84,58.57,125.29,309.16,2.0,2.36,25.47,40.3,36.93,4.96,23.73,27.12,12.57,0.91,30-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Sep-2020 - 00:00,33.76,983.13,154.45,47.55,57.05,128.19,302.77,2.06,2.59,26.46,63.09,40.82,8.71,28.8,28.28,11.63,0.92,01-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Oct-2020 - 00:00,33.83,982.7,164.21,49.22,55.82,121.62,302.87,1.74,3.26,35.29,57.42,47.5,32.66,52.01,32.75,13.23,1.2,02-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Oct-2020 - 00:00,33.46,983.21,171.7,63.46,58.09,114.03,299.69,1.26,4.03,42.8,55.04,47.86,27.67,48.04,37.86,11.44,1.21,03-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Oct-2020 - 00:00,33.13,984.52,165.19,68.67,58.69,112.43,306.07,1.21,3.57,35.9,59.75,49.46,24.63,46.37,39.14,13.95,1.33,04-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Oct-2020 - 00:00,32.83,985.33,175.38,68.5,56.05,111.06,301.23,1.22,3.76,40.79,61.87,54.22,42.89,63.81,42.29,14.2,1.29,05-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Oct-2020 - 00:00,32.99,984.87,176.83,59.38,53.64,112.64,300.28,1.94,3.75,34.86,60.14,50.17,33.71,54.14,42.07,13.86,1.12,06-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Oct-2020 - 00:00,32.82,985.38,184.25,64.0,55.56,107.74,287.54,1.5,4.28,44.16,58.01,53.29,68.94,84.53,41.43,18.65,1.66,07-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Oct-2020 - 00:00,32.93,987.19,190.42,74.54,56.52,104.22,297.71,1.27,4.61,51.91,57.37,55.58,62.75,80.72,43.35,17.93,1.66,08-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Oct-2020 - 00:00,32.98,987.59,189.83,74.38,56.36,98.58,300.71,1.2,3.9,43.07,57.87,59.54,37.35,62.08,48.82,17.97,1.38,09-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Oct-2020 - 00:00,32.89,987.89,199.21,76.21,55.95,91.9,302.96,0.99,4.87,48.46,55.87,65.1,44.09,70.55,44.42,17.51,1.52,10-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Oct-2020 - 00:00,32.98,986.54,197.44,83.49,57.02,91.34,309.54,1.29,4.53,41.14,49.77,58.69,29.96,55.62,39.51,18.52,1.42,11-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Oct-2020 - 00:00,32.92,984.63,204.64,87.25,57.19,87.19,309.16,1.35,3.54,34.21,34.99,54.24,25.7,49.8,41.04,23.35,1.31,12-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Oct-2020 - 00:00,32.83,983.18,242.45,112.03,57.27,84.73,301.5,0.82,4.41,47.8,26.9,79.13,87.38,113.33,46.12,25.26,2.16,13-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Oct-2020 - 00:00,33.13,984.12,250.58,119.04,63.35,72.81,162.91,0.89,6.48,69.24,34.95,72.44,122.51,138.34,22.28,21.75,2.62,14-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Oct-2020 - 00:00,33.6,985.45,219.6,114.83,61.37,67.62,269.09,0.58,4.6,48.2,37.3,70.49,86.7,108.13,25.1,21.93,2.28,15-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Oct-2020 - 00:00,32.98,986.16,233.27,126.89,52.65,81.74,266.27,0.84,4.91,53.71,29.74,64.13,68.18,89.68,19.5,16.9,1.76,16-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Oct-2020 - 00:00,31.76,985.98,214.47,97.77,52.53,82.32,262.47,1.17,3.82,53.19,22.6,68.44,105.75,122.6,48.57,24.23,1.97,17-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Oct-2020 - 00:00,31.78,986.73,254.08,119.8,55.34,72.96,270.85,1.42,5.4,74.76,27.65,84.3,108.56,133.35,45.35,22.31,2.38,18-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Oct-2020 - 00:00,31.65,986.64,211.17,99.48,51.66,74.31,285.73,2.34,6.1,66.2,24.26,58.91,44.02,67.26,40.8,20.44,1.52,19-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Oct-2020 - 00:00,31.58,986.27,234.44,100.35,48.72,74.18,293.12,2.28,5.19,52.04,22.98,63.67,34.54,61.97,44.61,23.81,1.24,20-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Oct-2020 - 00:00,31.06,985.89,215.16,91.28,49.97,78.47,285.68,2.04,4.59,47.59,19.96,69.05,114.56,130.56,40.45,28.9,1.94,21-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Oct-2020 - 00:00,31.58,986.91,217.42,90.71,53.17,75.52,274.8,0.57,5.14,62.07,22.42,66.92,218.92,215.08,35.55,20.56,2.94,22-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Oct-2020 - 00:00,31.42,985.77,269.21,134.42,54.06,51.64,228.74,1.7,5.8,68.14,30.63,93.93,166.44,185.74,33.63,24.79,3.08,23-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Oct-2020 - 00:00,30.75,985.46,308.88,175.0,59.71,70.46,286.91,1.27,6.57,79.39,34.64,84.03,182.04,193.14,48.73,26.72,3.34,24-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Oct-2020 - 00:00,30.34,986.44,282.62,152.25,58.85,65.82,290.0,1.62,5.37,59.87,30.34,71.54,146.43,157.46,52.95,21.09,2.75,25-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Oct-2020 - 00:00,30.57,988.88,285.54,162.75,63.55,63.67,268.13,0.92,6.85,72.05,31.52,83.98,193.59,202.53,38.99,24.66,3.56,26-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Oct-2020 - 00:00,30.6,990.21,288.42,162.96,57.89,57.37,279.21,1.87,5.91,63.01,29.51,81.0,138.47,156.72,37.02,22.79,2.82,27-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Oct-2020 - 00:00,29.66,990.09,283.08,159.38,55.33,58.88,290.61,1.67,4.69,46.15,25.33,61.95,93.47,109.12,43.91,20.34,2.0,28-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Oct-2020 - 00:00,29.37,990.7,322.25,168.46,58.08,59.46,293.62,1.64,5.68,61.81,25.98,84.24,154.82,171.37,36.95,25.95,2.95,29-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Oct-2020 - 00:00,29.53,991.62,335.67,201.81,62.22,59.66,272.72,0.98,6.5,73.16,30.27,87.78,173.56,188.33,33.45,19.61,2.59,30-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Oct-2020 - 00:00,29.81,991.25,306.99,185.74,56.52,54.94,293.39,2.52,6.2,71.89,28.33,58.92,109.33,120.53,30.78,16.41,2.12,31-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
31-Oct-2020 - 00:00,29.54,991.11,364.39,242.36,54.09,48.54,295.74,2.51,4.24,42.72,29.34,48.37,24.22,45.44,35.16,18.31,1.61,01-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Nov-2020 - 00:00,28.81,991.76,366.15,244.68,51.47,50.74,293.2,1.76,4.55,37.42,26.64,45.24,47.23,62.64,34.01,21.67,1.73,02-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Nov-2020 - 00:00,28.44,992.43,271.58,141.67,52.43,52.43,292.37,1.44,4.04,39.18,18.01,50.94,98.68,129.6,31.39,19.96,2.24,03-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Nov-2020 - 00:00,27.32,991.52,246.41,115.12,63.27,17.9,271.26,1.11,5.4,60.02,21.18,52.09,223.75,217.31,20.23,20.69,2.97,04-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Nov-2020 - 00:00,28.33,990.58,461.92,300.73,59.91,51.23,284.31,1.3,6.07,57.15,32.16,66.01,152.29,159.22,18.07,20.36,3.24,05-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Nov-2020 - 00:00,28.71,991.92,403.56,270.11,60.37,50.1,280.93,1.53,5.27,49.97,29.09,64.41,139.92,148.52,24.8,24.18,3.07,06-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Nov-2020 - 00:00,28.75,994.7,372.91,230.2,59.46,46.93,297.04,1.43,6.55,65.51,33.14,67.57,158.21,178.45,17.17,27.11,2.64,07-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Nov-2020 - 00:00,28.63,995.67,451.45,299.08,59.96,45.79,298.52,1.33,6.34,61.21,38.41,58.7,145.59,149.88,34.89,27.08,2.46,08-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Nov-2020 - 00:00,27.98,996.26,439.0,291.16,64.84,46.68,292.43,0.88,6.25,62.46,39.13,63.75,157.96,162.76,27.41,26.72,2.93,09-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Nov-2020 - 00:00,28.06,994.74,677.25,504.94,67.12,47.39,293.43,1.48,6.85,66.12,50.79,69.69,104.4,122.19,28.93,24.73,3.26,10-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Nov-2020 - 00:00,28.36,993.78,638.52,508.31,68.53,45.46,226.25,1.1,6.89,64.27,48.17,62.63,151.32,156.73,21.78,29.01,4.09,11-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Nov-2020 - 00:00,28.54,995.69,281.48,142.6,67.97,45.36,212.38,0.81,5.96,58.51,30.63,49.62,217.57,203.77,15.05,28.87,3.64,12-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Nov-2020 - 00:00,28.82,996.81,271.96,144.9,67.73,45.36,234.53,0.68,5.93,61.81,31.31,56.32,220.49,209.75,25.25,29.57,4.16,13-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Nov-2020 - 00:00,28.55,995.3,294.02,172.01,66.78,43.67,275.92,1.25,7.47,69.08,33.08,72.13,156.75,166.13,31.43,21.34,2.99,14-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Nov-2020 - 00:00,27.96,993.19,486.04,373.62,70.55,45.22,258.39,0.71,7.07,52.19,41.37,83.36,149.87,166.31,30.21,26.4,3.65,15-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Nov-2020 - 00:00,28.89,992.73,374.56,321.76,66.33,43.11,129.82,1.58,4.6,28.52,36.01,55.33,68.65,85.36,31.98,21.88,2.0,16-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Nov-2020 - 00:00,29.07,994.12,118.18,83.61,70.24,42.22,170.43,2.26,2.03,13.16,31.85,35.47,17.98,33.51,24.1,24.27,0.93,17-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Nov-2020 - 00:00,28.45,992.31,134.2,75.76,67.83,45.69,292.81,1.88,2.92,32.64,26.61,36.96,28.69,43.07,21.23,22.24,1.0,18-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Nov-2020 - 00:00,27.46,991.17,162.22,106.06,66.04,47.61,279.41,1.71,2.9,29.41,25.65,44.11,33.39,50.69,31.8,23.73,1.2,19-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Nov-2020 - 00:00,26.93,991.46,189.48,120.61,64.51,46.89,285.85,1.34,3.75,49.45,25.13,52.5,86.52,98.21,29.72,24.89,1.83,20-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Nov-2020 - 00:00,26.79,992.95,215.68,144.22,60.67,43.98,290.82,2.39,3.63,38.94,26.58,45.85,38.25,55.55,31.51,23.85,1.25,21-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Nov-2020 - 00:00,26.4,993.39,182.41,114.16,57.28,42.17,296.91,2.62,2.7,24.09,22.3,38.79,25.64,41.55,31.91,25.45,0.99,22-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Nov-2020 - 00:00,25.92,994.07,216.92,134.77,58.13,45.04,289.35,1.73,3.32,31.66,21.57,39.56,70.39,78.43,29.05,26.71,1.6,23-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Nov-2020 - 00:00,26.13,994.48,267.17,166.54,62.37,49.0,260.95,0.7,4.7,41.84,26.16,66.42,157.04,163.49,26.92,28.87,2.63,24-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Nov-2020 - 00:00,25.77,994.5,350.23,234.55,69.98,41.14,211.58,0.54,6.31,63.24,33.03,76.92,230.46,228.8,16.05,30.45,3.91,25-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Nov-2020 - 00:00,27.28,994.86,376.01,259.14,64.81,36.68,147.5,0.95,5.56,46.96,38.45,61.16,97.44,112.11,22.64,25.52,2.19,26-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Nov-2020 - 00:00,27.7,996.21,164.11,101.96,65.33,19.15,245.91,1.47,3.51,34.54,27.68,34.02,30.03,42.58,20.94,24.81,1.1,27-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Nov-2020 - 00:00,27.3,998.05,127.9,70.09,62.91,38.39,285.54,2.85,2.83,32.34,22.72,30.03,26.29,37.4,26.68,26.06,1.12,28-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Nov-2020 - 00:00,26.75,997.0,180.21,110.66,62.06,38.1,279.59,2.84,2.93,29.73,23.9,32.62,36.54,47.16,34.78,23.98,1.17,29-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Nov-2020 - 00:00,26.36,995.67,202.51,120.39,61.43,40.56,289.54,1.35,3.27,30.57,22.66,35.68,63.49,70.75,38.34,25.98,1.71,30-Nov-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Nov-2020 - 00:00,26.07,994.72,261.74,166.12,68.55,39.74,296.79,1.38,4.55,43.08,27.02,31.57,92.13,91.93,35.7,25.92,2.51,01-Dec-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Dec-2020 - 00:00,24.05,994.4,401.0,262.0,85.35,3.05,286.8,0.4,8.3,86.65,30.55,28.7,182.6,164.15,4.6,32.35,5.55,02-Dec-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
