from date,NO2,NOx,NO,NH3,SO2,Ozone,CO,PM10,PM2.5,Benzene,Toluene,AT,Temp,BP,RH,RF,WS,WD,SR,to date,station
08-Sep-2020 - 00:00,31.87,21.76,5.81,32.17,10.54,42.96,0.52,102.76,43.43,0.45,5.45,28.19,33.05,735.99,60.16,0.0,0.64,255.46,84.54,09-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Sep-2020 - 00:00,31.0,24.04,9.16,32.11,11.64,50.21,0.63,121.5,48.41,0.46,4.68,28.6,32.74,725.97,58.39,0.0,1.08,258.6,100.23,10-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Sep-2020 - 00:00,37.02,25.82,7.53,34.69,10.1,57.46,0.61,144.31,52.48,0.45,5.28,28.86,31.39,805.36,55.7,0.0,1.21,263.06,92.01,11-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Sep-2020 - 00:00,37.57,23.54,4.25,41.93,14.23,60.34,0.57,163.9,64.21,0.59,5.45,29.49,31.83,789.21,54.02,0.0,0.39,262.67,96.98,12-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Sep-2020 - 00:00,39.08,32.76,14.61,44.41,14.06,49.98,0.65,172.1,69.21,0.64,3.36,29.53,31.5,736.0,54.24,0.0,0.45,235.17,88.73,13-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Sep-2020 - 00:00,26.54,18.55,5.33,49.77,10.11,59.7,0.59,175.32,79.08,0.71,2.79,29.84,33.05,736.0,55.0,0.0,0.37,186.74,76.31,14-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Sep-2020 - 00:00,31.25,27.74,13.54,50.65,9.03,49.99,0.65,169.45,75.72,0.59,2.54,29.54,32.59,736.0,57.0,0.0,0.47,168.26,71.89,15-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Sep-2020 - 00:00,35.58,23.77,5.84,49.63,12.69,62.24,0.93,174.77,80.8,0.66,4.07,29.51,31.34,736.0,55.74,0.0,0.51,237.21,85.39,16-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Sep-2020 - 00:00,40.01,28.15,8.32,44.06,12.97,55.82,0.76,194.1,75.46,0.56,4.74,29.76,32.42,736.0,55.85,0.0,0.75,236.29,81.98,17-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Sep-2020 - 00:00,34.49,23.44,6.14,37.01,12.27,44.16,0.56,182.99,63.21,0.42,5.28,29.47,29.27,735.42,54.7,0.0,1.37,253.92,92.82,18-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Sep-2020 - 00:00,32.72,21.83,5.32,43.26,15.05,48.39,0.57,165.28,52.79,0.48,5.6,30.01,32.52,735.0,54.54,0.0,1.09,252.08,88.55,19-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Sep-2020 - 00:00,29.0,22.89,9.05,41.49,19.41,62.06,0.58,169.34,64.48,0.55,4.31,29.92,32.33,735.0,54.67,0.0,0.78,217.27,91.74,20-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Sep-2020 - 00:00,27.46,21.01,7.75,39.71,12.56,60.14,0.71,183.67,77.47,0.58,2.62,29.47,32.06,735.0,56.22,0.0,0.87,194.91,86.21,21-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Sep-2020 - 00:00,28.54,17.86,3.19,39.79,17.04,54.99,0.74,176.73,72.67,0.62,2.27,29.6,31.05,735.0,55.7,0.0,0.88,232.52,80.73,22-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Sep-2020 - 00:00,18.41,11.72,2.31,35.48,5.61,38.4,0.44,62.86,21.56,0.36,2.65,28.63,32.03,735.0,58.85,0.22,1.03,129.48,80.15,23-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Sep-2020 - 00:00,13.88,8.7,1.56,37.25,4.75,36.76,0.67,57.85,18.46,0.27,1.27,28.3,32.63,735.0,57.92,0.0,1.34,100.0,74.52,24-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Sep-2020 - 00:00,14.64,9.18,1.67,35.93,5.78,42.49,0.91,53.25,13.44,0.23,0.94,27.5,32.51,735.0,59.42,0.0,1.12,125.61,96.12,25-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Sep-2020 - 00:00,32.06,21.65,5.65,32.28,9.31,57.24,0.71,125.3,40.24,0.42,2.48,27.89,32.23,735.0,57.24,0.0,1.49,257.68,90.4,26-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Sep-2020 - 00:00,40.27,28.78,9.05,34.11,20.21,56.96,0.95,211.47,77.46,0.7,7.01,27.67,33.02,735.0,53.26,0.0,1.04,264.38,85.9,27-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Sep-2020 - 00:00,41.97,31.17,10.87,32.68,17.51,33.99,0.48,147.62,44.53,0.45,4.3,27.22,32.17,735.0,53.16,0.0,0.75,240.26,72.69,28-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Sep-2020 - 00:00,38.72,30.33,11.96,32.24,18.71,45.9,0.6,215.32,67.85,0.67,5.81,27.51,31.76,735.0,50.35,0.0,1.39,250.99,106.85,29-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Sep-2020 - 00:00,40.52,27.34,7.11,36.26,18.73,43.44,0.58,231.32,72.97,0.66,6.11,26.98,32.66,735.0,53.56,0.0,1.45,247.72,89.14,30-Sep-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Sep-2020 - 00:00,39.2,25.18,5.33,37.44,13.59,46.81,0.59,206.9,62.17,0.55,5.68,26.69,31.61,735.0,51.75,0.0,1.58,258.01,91.96,01-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Oct-2020 - 00:00,48.88,35.02,11.1,38.71,20.95,44.06,0.53,235.26,75.84,0.66,7.13,26.66,31.02,735.0,50.98,0.0,1.36,250.96,76.22,02-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Oct-2020 - 00:00,42.78,36.1,16.41,44.21,23.52,60.92,0.5,254.0,89.12,0.89,8.97,27.28,32.48,735.0,49.24,0.0,0.94,260.44,102.88,03-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Oct-2020 - 00:00,33.02,21.87,5.31,35.82,28.72,56.48,0.58,251.34,104.18,0.84,3.5,26.89,30.7,735.0,49.97,0.0,1.08,258.11,98.17,04-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Oct-2020 - 00:00,19.17,13.36,3.92,22.08,29.83,54.32,0.67,239.93,94.72,0.74,4.7,26.45,31.98,735.0,46.48,0.0,1.09,236.88,91.02,05-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Oct-2020 - 00:00,10.83,12.61,8.96,13.23,24.29,53.13,0.84,288.06,87.51,0.82,7.75,26.29,31.8,735.57,47.06,0.0,1.48,254.56,91.17,06-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Oct-2020 - 00:00,31.88,22.24,11.12,23.6,22.68,49.12,0.91,291.98,91.04,0.95,11.66,26.49,32.14,736.0,45.35,0.0,1.18,253.15,89.05,07-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Oct-2020 - 00:00,50.75,34.4,9.1,38.03,33.46,61.99,0.81,297.2,129.96,0.98,5.73,26.53,30.91,736.0,46.34,0.0,0.92,233.38,85.19,08-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Oct-2020 - 00:00,59.76,42.18,12.79,43.99,26.03,52.39,0.77,288.83,128.96,1.01,5.75,26.64,31.72,736.0,48.03,0.0,0.84,242.65,83.65,09-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Oct-2020 - 00:00,60.34,48.36,20.02,38.8,26.69,48.14,0.67,269.3,131.92,1.04,6.55,26.97,30.56,736.0,45.98,0.0,0.49,236.82,83.2,10-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Oct-2020 - 00:00,55.79,40.32,13.09,41.13,24.05,49.06,0.63,301.27,134.97,0.99,7.49,26.55,30.88,736.0,48.58,0.0,0.84,243.34,80.11,11-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Oct-2020 - 00:00,58.81,41.64,12.74,43.63,23.97,48.73,0.66,301.79,138.15,1.01,6.07,26.67,31.5,736.0,49.74,0.0,0.72,234.95,77.53,12-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Oct-2020 - 00:00,52.73,48.47,25.13,46.81,20.95,55.07,0.73,336.34,152.74,1.45,6.15,27.34,31.98,735.95,47.65,0.0,0.42,168.94,77.35,13-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Oct-2020 - 00:00,21.81,12.51,1.11,50.65,16.14,65.96,0.62,251.03,115.39,0.98,2.72,27.41,31.7,734.0,51.09,0.0,0.93,102.9,62.68,14-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Oct-2020 - 00:00,29.47,20.76,6.41,50.26,15.82,59.61,0.65,266.35,124.39,1.09,4.14,27.8,29.72,734.0,48.92,0.0,0.45,142.14,70.7,15-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Oct-2020 - 00:00,53.73,39.08,12.92,48.24,22.65,44.02,0.68,281.14,137.57,1.3,4.7,27.01,32.3,734.0,46.53,0.0,0.86,205.06,68.69,16-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Oct-2020 - 00:00,52.93,35.13,8.57,34.0,29.66,61.6,0.64,266.02,130.3,0.93,5.11,26.53,32.24,734.0,37.35,0.0,0.69,156.48,74.6,17-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Oct-2020 - 00:00,70.57,52.13,17.95,36.96,35.23,48.2,0.49,311.24,155.45,1.36,9.19,25.84,31.72,734.0,40.19,0.0,0.55,173.13,70.1,18-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Oct-2020 - 00:00,71.22,54.32,20.23,38.54,27.93,60.19,0.56,331.58,148.36,1.38,16.86,25.66,32.34,734.0,42.52,0.0,0.93,273.97,97.76,19-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Oct-2020 - 00:00,69.45,56.86,24.51,36.38,34.43,54.79,0.78,332.97,123.37,1.04,10.89,25.37,30.86,734.0,39.43,0.0,1.09,279.0,71.99,20-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Oct-2020 - 00:00,69.88,58.67,26.44,33.48,19.87,40.27,0.65,274.49,113.86,1.23,11.67,24.9,32.84,734.0,37.12,0.0,0.85,264.93,78.4,21-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Oct-2020 - 00:00,67.02,63.66,34.46,37.81,18.55,44.67,0.91,287.08,125.32,1.16,8.47,25.4,32.8,734.0,35.89,0.0,0.71,257.95,75.17,22-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Oct-2020 - 00:00,61.61,63.21,37.44,45.97,23.44,53.49,0.93,328.59,162.74,1.32,7.93,25.62,31.74,734.0,40.21,0.0,0.66,222.09,69.46,23-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Oct-2020 - 00:00,46.59,33.43,10.66,42.37,25.72,68.36,0.82,341.17,219.41,1.38,4.35,25.45,31.57,734.0,39.62,0.0,0.82,247.4,108.33,24-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Oct-2020 - 00:00,83.21,49.96,7.02,40.43,23.06,66.29,0.99,354.75,170.12,1.1,8.45,25.79,32.59,734.0,37.55,0.0,0.89,299.18,40.08,25-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Oct-2020 - 00:00,82.22,84.74,50.44,46.75,33.75,51.38,1.13,395.03,231.49,1.66,10.42,24.23,32.69,734.0,41.8,0.0,0.58,235.97,63.17,26-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Oct-2020 - 00:00,76.37,63.4,28.01,44.52,32.6,46.15,0.79,375.18,219.02,1.58,8.28,24.04,32.24,734.0,41.43,0.0,0.81,248.72,55.92,27-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Oct-2020 - 00:00,77.98,57.78,20.06,38.86,38.82,43.79,0.95,382.79,197.7,1.16,11.7,23.15,32.4,734.0,40.96,0.0,1.08,285.48,64.94,28-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Oct-2020 - 00:00,96.53,82.39,38.18,47.14,34.7,55.27,1.17,372.99,191.12,1.94,22.81,22.67,32.41,734.0,41.52,0.0,0.38,261.24,56.49,29-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Oct-2020 - 00:00,77.03,70.92,36.85,48.06,26.03,45.08,0.94,333.78,178.64,1.94,10.99,23.15,32.06,734.0,43.79,0.0,0.33,237.74,56.24,30-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Oct-2020 - 00:00,78.87,64.99,28.34,42.11,29.1,36.22,0.91,324.12,174.34,1.48,11.8,23.01,33.06,734.0,43.65,0.0,0.59,267.54,63.15,31-Oct-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Oct-2020 - 00:00,92.21,76.44,33.69,46.47,35.58,42.79,0.94,463.8,228.02,1.59,17.71,22.25,31.77,734.0,44.68,0.0,0.82,268.45,60.3,01-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Nov-2020 - 00:00,76.2,55.88,18.87,41.92,31.36,48.56,0.83,463.92,252.79,1.37,12.96,22.08,33.13,734.0,38.93,0.0,0.99,277.03,59.23,02-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Nov-2020 - 00:00,79.2,59.62,21.7,39.94,21.68,47.44,0.97,378.17,199.08,1.21,7.93,21.5,33.22,734.0,39.68,0.0,0.83,263.08,58.07,03-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Nov-2020 - 00:00,62.72,44.82,14.42,38.28,24.31,46.21,0.88,341.06,182.19,1.35,7.87,21.95,32.71,734.0,37.17,0.0,0.56,212.59,61.45,04-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Nov-2020 - 00:00,94.47,69.57,23.77,51.64,35.87,35.49,1.02,548.49,354.45,1.91,16.35,21.02,33.33,734.0,43.22,0.0,0.54,238.53,47.02,05-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Nov-2020 - 00:00,98.99,72.64,24.59,54.22,29.05,54.19,0.95,563.05,369.69,1.84,18.59,22.27,32.83,734.0,42.52,0.0,0.67,261.52,58.06,06-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Nov-2020 - 00:00,104.58,84.5,35.51,50.21,26.24,40.18,1.04,464.73,268.21,1.84,23.27,21.92,33.37,734.0,42.31,0.0,0.62,253.06,54.68,07-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Nov-2020 - 00:00,103.36,85.96,38.11,52.33,31.24,53.58,0.96,499.85,295.77,1.83,22.53,21.91,33.05,734.0,42.22,0.0,0.83,264.28,54.81,08-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Nov-2020 - 00:00,115.43,91.53,37.05,65.74,34.05,29.95,1.06,679.16,500.9,2.49,22.89,20.75,33.22,734.0,48.66,0.0,0.38,245.05,41.74,09-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Nov-2020 - 00:00,106.13,84.56,34.58,59.87,33.21,40.17,0.89,563.5,388.31,2.38,15.9,20.77,32.11,734.0,50.0,0.0,0.5,275.78,49.67,10-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Nov-2020 - 00:00,72.64,62.95,29.91,56.86,19.52,40.34,1.06,493.62,331.29,2.26,16.81,21.57,32.68,734.0,50.51,0.0,0.46,152.55,52.65,11-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Nov-2020 - 00:00,60.04,38.29,7.82,56.0,14.77,37.11,0.97,311.78,164.97,1.76,9.42,21.96,33.17,734.0,49.1,0.0,0.49,73.57,55.26,12-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Nov-2020 - 00:00,66.58,74.49,48.06,50.65,20.95,36.22,0.85,257.56,144.15,1.63,7.05,21.95,33.03,734.0,47.42,0.0,0.39,177.74,52.74,13-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Nov-2020 - 00:00,84.66,79.27,42.12,45.05,38.35,46.05,0.89,288.18,176.02,1.5,9.36,22.05,33.49,734.0,45.21,0.0,0.38,242.55,50.22,14-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Nov-2020 - 00:00,98.55,85.74,40.98,52.41,45.88,41.76,2.92,465.33,371.93,2.22,13.31,20.92,31.91,734.0,48.83,0.0,0.33,181.54,44.45,15-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Nov-2020 - 00:00,30.43,17.21,1.34,58.22,18.67,72.01,2.19,358.65,267.41,1.42,4.05,20.92,32.18,734.0,52.46,0.07,1.47,104.22,41.38,16-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Nov-2020 - 00:00,22.57,15.32,4.07,51.48,8.67,40.76,1.46,92.65,75.56,0.47,1.19,20.25,31.89,734.0,62.95,0.0,1.06,139.53,52.85,17-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Nov-2020 - 00:00,48.72,40.08,17.43,45.61,10.39,26.01,1.66,157.26,87.51,0.73,3.92,20.31,31.83,734.0,59.57,0.0,0.87,278.22,62.15,18-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Nov-2020 - 00:00,58.74,41.14,12.49,41.83,15.07,33.06,1.45,212.97,138.34,0.87,7.46,19.67,31.97,734.0,54.25,0.0,0.65,267.2,57.96,19-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Nov-2020 - 00:00,50.7,30.5,5.8,40.95,25.21,60.52,1.0,224.01,151.27,0.98,3.97,19.25,31.79,737.9,49.27,0.0,0.87,267.84,57.02,20-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Nov-2020 - 00:00,65.81,46.37,13.94,37.37,19.2,62.92,1.21,267.27,175.55,0.97,6.99,18.04,31.68,743.0,49.6,0.0,1.27,274.95,60.23,21-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Nov-2020 - 00:00,57.08,42.65,15.05,32.28,10.37,46.5,1.12,236.17,112.56,0.86,7.39,17.5,31.82,743.0,46.0,0.0,1.43,263.78,61.98,22-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Nov-2020 - 00:00,63.21,58.02,29.94,33.56,12.18,59.92,1.43,254.01,140.91,1.04,8.85,17.26,31.48,743.0,44.66,0.0,0.98,258.11,59.22,23-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Nov-2020 - 00:00,78.18,125.19,102.8,43.4,20.23,70.04,2.84,381.24,220.31,2.07,15.39,18.05,32.51,743.0,44.04,0.0,0.34,203.44,53.09,24-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Nov-2020 - 00:00,66.83,125.88,108.96,56.23,15.47,58.64,3.51,505.12,330.93,3.17,17.48,17.97,31.97,743.0,49.2,0.0,0.34,144.12,48.08,25-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Nov-2020 - 00:00,29.81,17.95,2.52,52.54,12.4,72.79,1.13,351.95,230.25,1.74,5.14,18.61,31.86,743.0,50.25,0.0,0.79,87.69,41.5,26-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Nov-2020 - 00:00,37.23,27.91,9.91,47.32,8.87,29.9,1.08,208.6,148.52,1.12,3.87,18.34,32.06,743.0,59.51,0.0,0.9,203.68,36.01,27-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Nov-2020 - 00:00,52.3,45.41,21.57,38.7,12.4,28.68,1.03,174.85,82.94,0.79,7.74,18.85,32.69,743.0,51.54,0.0,1.48,278.64,55.91,28-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Nov-2020 - 00:00,76.61,65.12,29.98,45.06,15.36,61.21,1.61,307.29,128.94,1.14,10.59,20.61,32.49,743.0,41.23,0.0,0.99,257.88,52.83,29-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Nov-2020 - 00:00,68.29,57.46,25.94,42.68,15.34,52.24,1.39,280.5,162.8,1.05,9.02,18.37,31.78,743.0,45.92,0.0,0.61,261.01,58.24,30-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Nov-2020 - 00:00,88.32,80.12,40.69,51.02,19.53,56.83,1.76,371.89,224.57,1.44,11.16,18.73,32.36,743.0,46.89,0.0,0.59,269.86,53.06,01-Dec-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Dec-2020 - 00:00,114.3,179.0,145.35,55.3,25.05,1.6,2.41,420.0,267.0,1.6,15.15,16.5,32.85,743.0,53.5,0.0,0.3,287.5,8.0,02-Dec-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
