from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
04-Oct-2018 - 00:00,27.7,987.59,191.67,70.12,68.35,142.14,190.72,1.26,,1.91,20.06,,24.16,17.19,2.37,11.17,1.34,28.18,6.97,05-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
05-Oct-2018 - 00:00,27.57,988.69,248.9,108.55,67.29,145.01,169.97,1.24,,3.24,48.35,,31.06,24.28,4.18,16.28,1.69,24.86,13.69,06-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
06-Oct-2018 - 00:00,25.62,988.5,152.89,64.36,68.84,159.75,291.39,1.4,,1.67,15.28,,31.05,17.5,3.39,12.08,1.36,12.04,5.94,07-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
07-Oct-2018 - 00:00,25.82,987.86,165.34,57.1,65.59,171.99,229.17,1.43,,1.51,10.09,,8.68,15.71,3.14,10.93,1.27,18.03,7.52,08-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
08-Oct-2018 - 00:00,26.86,986.2,237.17,94.19,63.07,159.14,162.22,0.98,,2.98,32.55,,9.83,28.11,5.7,19.97,1.7,7.38,9.84,09-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
09-Oct-2018 - 00:00,27.52,985.09,263.02,99.33,59.53,157.08,107.17,1.52,,3.02,31.33,,10.7,30.83,5.61,21.33,1.66,14.19,15.5,10-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
10-Oct-2018 - 00:00,27.71,985.76,219.66,82.12,67.42,146.65,122.8,2.04,,2.37,21.97,,12.28,21.0,3.27,13.83,1.57,10.56,6.97,11-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
11-Oct-2018 - 00:00,23.8,987.8,187.31,82.27,75.31,90.19,177.31,1.41,,2.02,21.62,,12.18,21.01,2.77,13.4,1.33,7.34,5.99,12-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
12-Oct-2018 - 00:00,24.1,989.76,158.58,59.91,60.28,154.16,152.27,1.26,,2.29,29.18,,9.06,19.91,5.43,15.02,1.26,5.56,8.48,13-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
13-Oct-2018 - 00:00,22.87,990.09,180.05,88.26,66.94,164.19,282.93,1.34,,2.18,20.44,,9.98,16.27,3.45,11.47,1.29,5.37,7.65,14-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
14-Oct-2018 - 00:00,23.21,989.22,164.15,74.77,63.28,166.97,254.54,1.48,,1.49,7.19,,8.86,15.57,2.31,10.18,1.25,5.29,5.99,15-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
15-Oct-2018 - 00:00,24.5,989.59,241.83,92.16,58.12,155.58,168.79,5.2,,2.81,26.09,,9.44,22.44,4.68,15.75,1.51,5.58,7.66,16-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
16-Oct-2018 - 00:00,25.24,989.12,294.17,106.3,62.15,121.59,135.73,7.39,,4.86,52.83,,12.28,30.82,15.21,28.62,2.02,4.69,8.55,17-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
17-Oct-2018 - 00:00,25.29,987.75,223.89,87.38,57.53,160.19,135.81,7.38,,2.8,23.97,,11.22,20.41,5.25,15.14,1.49,6.01,5.99,18-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
18-Oct-2018 - 00:00,25.47,987.15,255.32,92.97,56.57,137.15,135.71,7.4,,3.3,34.51,,12.51,21.91,9.86,19.7,1.68,5.28,7.3,19-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
19-Oct-2018 - 00:00,24.2,989.02,242.34,111.44,60.3,125.72,135.71,7.4,,2.71,18.24,,12.9,18.44,2.28,11.67,1.57,2.6,9.91,20-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
20-Oct-2018 - 00:00,24.3,991.3,279.5,154.88,55.99,137.53,135.71,7.4,,3.11,33.3,,12.2,18.23,2.41,11.73,1.53,4.01,17.83,21-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
21-Oct-2018 - 00:00,22.92,992.07,233.06,124.23,57.12,127.86,135.7,7.4,,2.83,25.32,,11.2,15.99,3.06,11.0,1.38,4.8,14.42,22-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
22-Oct-2018 - 00:00,21.85,991.02,193.38,87.81,59.6,149.34,135.73,7.4,,1.84,7.34,,10.46,15.44,3.06,10.7,1.34,6.05,6.59,23-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
23-Oct-2018 - 00:00,22.78,990.62,215.92,95.33,53.3,150.88,135.75,7.39,,2.84,25.71,,9.94,21.12,5.82,15.99,1.47,5.89,12.42,24-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
24-Oct-2018 - 00:00,23.32,990.42,322.16,134.02,57.48,135.51,135.81,7.37,,5.13,72.27,,12.34,30.48,8.45,23.1,1.94,5.56,11.61,25-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
25-Oct-2018 - 00:00,22.74,991.77,372.79,176.61,62.43,122.88,135.72,7.4,,7.6,85.52,,16.11,38.78,19.69,36.68,2.53,6.78,16.67,26-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
26-Oct-2018 - 00:00,21.87,993.82,369.18,201.38,65.71,104.5,135.75,7.4,,5.59,75.59,,16.74,26.7,16.51,27.66,2.28,7.84,14.01,27-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
27-Oct-2018 - 00:00,21.87,994.08,281.44,165.74,67.02,126.96,135.7,7.4,,3.42,40.73,,15.03,19.69,3.96,13.71,1.82,34.03,18.05,28-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
28-Oct-2018 - 00:00,21.88,993.7,288.98,178.02,67.36,147.84,135.69,7.4,,3.24,22.35,,14.78,17.09,3.23,11.72,1.79,72.99,9.2,29-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
29-Oct-2018 - 00:00,21.85,992.94,297.92,182.73,68.17,142.75,135.73,7.4,,3.02,13.07,,14.53,18.31,5.04,13.85,1.78,65.27,7.48,30-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
30-Oct-2018 - 00:00,22.25,992.7,333.54,200.46,67.94,136.28,114.32,4.58,,3.74,28.31,,27.1,36.25,10.2,27.59,1.69,49.37,10.77,31-Oct-2018 - 00:00,"Najafgarh, Delhi - DPCC"
31-Oct-2018 - 00:00,22.2,992.93,346.06,210.65,69.04,128.72,187.25,0.86,,5.36,52.96,,50.95,47.04,30.36,49.76,1.92,44.97,14.93,01-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
01-Nov-2018 - 00:00,22.52,991.74,372.44,213.81,68.38,119.44,141.2,1.09,,5.5,52.5,,55.79,50.44,14.22,38.42,1.96,37.43,12.52,02-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
02-Nov-2018 - 00:00,23.67,990.02,322.1,180.98,62.7,123.7,135.85,1.38,,4.98,49.22,,52.56,49.55,22.78,44.91,1.75,42.17,19.74,03-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
03-Nov-2018 - 00:00,23.82,988.8,268.29,150.33,62.33,94.67,122.45,2.05,,3.03,21.76,,49.47,37.43,6.87,25.51,1.23,89.93,12.12,04-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
04-Nov-2018 - 00:00,21.98,990.81,177.08,112.97,60.6,126.76,240.71,1.77,,1.93,9.84,,37.19,16.38,3.62,11.68,0.9,100.06,10.23,05-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
05-Nov-2018 - 00:00,17.95,991.5,329.25,257.8,72.68,104.72,293.67,1.55,,3.05,9.88,,43.37,16.16,4.43,12.2,1.27,60.5,9.51,06-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
06-Nov-2018 - 00:00,17.92,991.8,245.76,158.86,57.77,123.77,314.94,1.81,,1.99,6.41,,30.23,10.57,4.5,9.17,0.89,67.74,8.46,07-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
07-Nov-2018 - 00:00,16.72,992.36,208.07,106.02,58.21,149.14,267.9,1.2,,1.76,6.23,,28.65,10.06,3.76,8.42,1.04,62.79,9.76,08-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
08-Nov-2018 - 00:00,16.59,992.42,321.33,223.9,67.33,105.32,157.1,0.85,,2.93,13.98,,38.77,18.87,5.44,14.48,0.79,48.81,12.96,09-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
09-Nov-2018 - 00:00,17.77,990.76,308.99,228.03,72.44,119.93,236.97,0.79,,3.15,14.34,,47.46,11.79,5.58,10.82,1.44,58.93,10.31,10-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
10-Nov-2018 - 00:00,18.7,991.52,372.66,255.71,72.75,105.09,165.25,0.91,,4.1,33.06,,55.03,26.66,9.07,21.58,1.84,67.98,11.49,11-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
11-Nov-2018 - 00:00,20.25,991.82,340.43,213.26,65.61,133.88,123.99,1.06,,4.91,41.52,,49.64,30.19,16.76,29.55,2.22,0.9,10.9,12-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
12-Nov-2018 - 00:00,20.75,989.81,391.6,226.35,68.0,131.5,116.63,0.93,,6.23,59.91,,54.78,32.99,28.36,40.67,1.86,,11.03,13-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
13-Nov-2018 - 00:00,21.5,987.58,378.15,224.94,70.35,84.26,119.8,1.32,,5.38,56.34,,65.26,38.33,21.27,37.73,2.34,17.42,12.19,14-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
14-Nov-2018 - 00:00,20.4,988.16,183.04,116.77,79.38,13.31,145.7,2.09,,2.52,26.3,,62.44,32.37,6.2,22.28,1.59,13.02,6.88,15-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
15-Nov-2018 - 00:00,20.08,992.01,157.35,103.58,77.06,109.85,223.59,1.41,,2.36,17.46,,51.55,21.78,8.95,18.89,0.94,31.28,10.33,16-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
16-Nov-2018 - 00:00,17.81,991.28,200.15,150.06,70.97,142.24,302.3,2.01,,1.87,5.83,,45.19,8.59,5.32,8.91,3.32,65.03,8.65,17-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
17-Nov-2018 - 00:00,17.42,989.63,184.0,120.6,71.57,134.67,283.75,1.44,,1.72,5.18,,39.32,8.51,5.98,9.4,2.64,72.98,7.8,18-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
18-Nov-2018 - 00:00,19.04,990.41,253.1,142.27,67.49,125.51,174.8,1.48,,2.64,29.97,,45.87,17.57,13.37,20.24,1.3,93.22,11.75,19-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
19-Nov-2018 - 00:00,21.25,992.53,276.94,146.98,60.25,95.11,136.62,2.33,,2.41,15.02,,48.61,14.03,5.6,12.04,1.17,102.03,10.76,20-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
20-Nov-2018 - 00:00,19.88,993.18,346.31,236.04,74.07,112.66,227.51,1.21,,3.66,21.18,,64.74,16.16,10.5,17.16,1.4,53.89,12.33,21-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
21-Nov-2018 - 00:00,18.26,993.55,238.17,162.54,68.04,125.2,273.28,1.33,,2.34,8.43,,51.09,9.56,6.4,10.31,1.22,51.25,9.38,22-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
22-Nov-2018 - 00:00,17.97,994.2,187.75,116.11,66.27,113.87,230.42,0.83,,2.3,14.55,,44.95,12.04,13.09,17.07,0.92,42.89,10.78,23-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
23-Nov-2018 - 00:00,17.73,995.74,214.3,145.4,65.43,125.46,310.13,1.72,,2.39,10.76,,48.81,7.89,10.52,12.78,1.08,55.68,7.17,24-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
24-Nov-2018 - 00:00,17.32,994.12,175.83,99.85,63.36,141.22,295.96,2.12,,1.74,4.85,,37.12,5.43,5.5,7.3,2.58,51.94,7.61,25-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
25-Nov-2018 - 00:00,16.79,993.74,194.15,102.23,69.73,130.21,269.41,1.07,,1.92,7.35,,41.45,8.0,11.41,13.55,3.31,48.05,9.13,26-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
26-Nov-2018 - 00:00,16.94,992.91,227.71,145.94,74.42,124.06,229.06,0.92,,2.46,11.59,,49.34,8.1,11.22,13.45,2.24,52.33,10.69,27-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
27-Nov-2018 - 00:00,17.75,994.46,273.01,152.65,73.33,111.11,201.45,1.17,,2.94,30.02,,49.56,12.66,15.92,19.72,1.4,35.85,10.97,28-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
28-Nov-2018 - 00:00,18.42,995.38,264.75,149.26,77.94,98.97,178.48,0.85,,3.7,27.32,,53.63,10.8,15.62,18.48,2.65,43.49,10.13,29-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
29-Nov-2018 - 00:00,17.42,995.75,228.3,158.49,78.67,104.62,281.84,1.2,,2.71,12.27,,52.74,7.98,10.68,12.78,1.44,44.34,8.05,30-Nov-2018 - 00:00,"Najafgarh, Delhi - DPCC"
30-Nov-2018 - 00:00,16.73,995.19,239.64,161.29,75.26,115.05,288.14,1.26,,3.39,8.67,,50.87,33.67,10.41,26.75,1.43,49.77,9.12,01-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
01-Dec-2018 - 00:00,16.01,992.49,192.62,117.17,72.61,125.67,247.77,1.24,,2.2,8.36,,37.75,51.99,20.64,44.49,0.91,42.83,5.77,02-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
02-Dec-2018 - 00:00,15.63,991.63,189.19,108.83,68.44,118.92,191.57,0.92,,2.12,23.65,,33.5,53.06,24.56,48.24,0.89,45.38,12.26,03-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
03-Dec-2018 - 00:00,15.15,992.7,218.54,135.77,72.41,116.64,236.19,0.94,,2.48,17.99,,37.6,42.4,31.86,48.6,1.05,48.6,8.78,04-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
04-Dec-2018 - 00:00,14.91,994.41,224.06,145.44,74.97,112.92,253.09,0.88,,2.51,18.01,,40.45,55.77,24.32,49.46,1.16,46.37,9.28,05-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
05-Dec-2018 - 00:00,14.89,991.97,238.62,141.42,76.94,107.67,245.37,0.87,,2.6,14.37,,40.4,89.38,33.3,74.65,0.73,38.71,9.76,06-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
06-Dec-2018 - 00:00,15.02,991.29,244.8,158.53,76.39,102.6,237.78,0.88,,2.9,22.34,,38.74,59.57,25.22,52.23,1.2,44.79,11.2,07-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
07-Dec-2018 - 00:00,14.34,992.12,251.12,170.58,78.54,103.71,236.07,1.09,,2.73,12.06,,38.48,45.44,21.52,41.72,1.17,43.54,10.86,08-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
08-Dec-2018 - 00:00,14.02,993.05,250.77,166.66,78.65,106.53,174.98,0.94,,3.48,20.93,,36.51,60.63,27.71,54.83,1.48,42.04,9.09,09-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
09-Dec-2018 - 00:00,14.46,991.93,286.39,184.34,73.1,108.31,164.69,0.89,,5.52,52.31,,35.46,53.52,39.6,60.76,2.06,44.66,13.07,10-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
10-Dec-2018 - 00:00,15.21,991.37,378.5,241.8,75.32,87.97,123.22,1.32,,5.09,41.43,,42.86,54.61,62.31,79.82,2.31,41.29,12.94,11-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
11-Dec-2018 - 00:00,15.17,992.42,368.3,247.99,78.21,73.17,114.5,1.07,,4.77,37.13,,44.39,51.06,45.65,64.37,1.93,38.28,8.87,12-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
12-Dec-2018 - 00:00,16.23,993.86,270.32,194.19,77.24,81.35,129.19,1.81,,3.81,35.29,,40.18,39.8,36.59,50.99,1.56,36.29,8.78,13-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
13-Dec-2018 - 00:00,13.88,997.08,130.16,95.17,83.04,94.22,257.75,1.35,,1.67,10.26,,31.2,31.46,12.82,27.19,1.16,33.53,9.6,14-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
14-Dec-2018 - 00:00,12.37,999.16,124.33,97.85,82.78,98.75,292.25,1.3,,1.75,5.89,,28.41,27.43,13.72,25.78,0.71,30.58,7.68,15-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
15-Dec-2018 - 00:00,12.18,998.63,140.6,106.19,78.38,114.69,277.68,1.42,,1.63,5.58,,26.86,25.95,11.59,23.25,0.77,35.46,6.88,16-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
16-Dec-2018 - 00:00,12.12,998.83,156.58,115.53,73.21,123.58,272.49,1.31,,1.58,4.89,,26.78,26.07,11.25,23.04,0.6,37.63,,17-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
17-Dec-2018 - 00:00,11.32,997.39,198.16,154.21,74.88,102.85,296.95,1.26,,2.18,7.21,,31.18,28.85,14.3,26.99,0.96,38.56,9.22,18-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
18-Dec-2018 - 00:00,10.83,995.67,216.48,170.14,75.06,116.07,295.05,1.38,,2.29,5.91,,29.66,28.91,14.28,27.0,0.76,46.41,13.99,19-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
19-Dec-2018 - 00:00,11.06,994.78,226.11,148.65,76.12,116.89,245.68,1.15,,2.23,5.91,,34.44,43.83,11.93,33.0,1.04,30.19,9.24,20-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
20-Dec-2018 - 00:00,10.45,995.03,245.44,163.62,76.07,116.33,225.07,1.01,,2.61,17.19,,43.05,59.26,20.34,47.31,0.97,33.31,7.1,21-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
21-Dec-2018 - 00:00,9.97,993.94,250.6,179.0,78.98,109.57,271.75,1.24,,3.29,10.16,,47.29,58.92,20.3,47.05,1.07,33.12,4.42,22-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
22-Dec-2018 - 00:00,9.96,994.3,245.27,187.96,76.61,109.25,178.84,0.93,,3.02,16.28,,44.09,64.68,19.71,49.53,1.16,46.16,7.03,23-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
23-Dec-2018 - 00:00,11.39,994.95,385.35,280.69,79.0,96.8,129.54,1.21,,5.05,34.69,,51.47,82.43,47.02,81.29,2.01,45.16,6.46,24-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
24-Dec-2018 - 00:00,10.44,994.24,360.33,288.24,81.1,87.99,206.35,0.99,,5.17,40.93,,46.97,66.04,52.26,73.06,2.33,39.04,9.1,25-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
25-Dec-2018 - 00:00,9.25,993.74,271.9,205.91,84.43,85.74,293.62,1.38,,3.28,9.09,,40.02,52.52,9.88,34.68,1.24,40.0,6.17,26-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
26-Dec-2018 - 00:00,9.21,992.13,187.99,141.7,76.77,108.95,238.49,1.07,,2.52,8.44,,29.2,54.29,10.3,36.23,0.41,41.67,6.31,27-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
27-Dec-2018 - 00:00,10.23,993.35,315.71,219.77,74.56,103.91,232.53,1.18,,4.34,28.74,,32.4,63.06,61.2,78.97,0.0,38.9,9.1,28-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
28-Dec-2018 - 00:00,8.85,993.91,283.85,204.99,79.64,95.53,291.04,1.51,,2.59,5.82,,34.01,50.14,4.11,29.47,0.0,41.3,8.47,29-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
29-Dec-2018 - 00:00,9.1,995.9,220.25,150.32,75.61,118.46,259.9,1.29,,3.33,8.4,,26.8,52.48,8.83,34.93,0.52,42.98,11.23,30-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
30-Dec-2018 - 00:00,10.16,997.93,243.88,165.34,73.3,115.56,210.41,0.78,,3.05,18.33,,25.95,59.05,21.45,48.88,1.12,39.32,9.61,31-Dec-2018 - 00:00,"Najafgarh, Delhi - DPCC"
31-Dec-2018 - 00:00,5.25,998.25,302.0,228.0,91.85,3.5,188.35,0.75,,4.5,20.2,,28.3,51.0,18.75,42.4,1.7,1.25,5.05,01-Jan-2019 - 00:00,"Najafgarh, Delhi - DPCC"
