from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Oct-2018 - 00:00,1.44,0.67,1.71,1.06,759.22,75.26,44.22,0.0,35.87,211.97,30.59,16.6,73.19,0.89,1.14,33.36,8.07,14.27,22.35,29.62,9.05,02-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Oct-2018 - 00:00,1.52,1.06,2.61,1.52,759.67,84.69,44.68,0.0,36.63,216.75,31.02,21.55,72.66,0.8,1.51,36.97,10.15,15.77,25.92,31.27,14.75,03-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Oct-2018 - 00:00,1.6,0.96,2.58,1.55,759.25,79.11,38.76,0.0,38.34,179.42,30.19,17.31,79.69,0.84,1.47,44.82,8.49,29.26,37.21,37.06,17.04,04-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Oct-2018 - 00:00,1.21,0.76,2.09,1.3,759.78,67.98,39.7,0.0,34.54,235.59,30.76,16.3,82.01,0.89,1.2,49.78,8.3,30.06,38.36,54.24,10.88,05-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Oct-2018 - 00:00,1.24,0.72,2.06,1.29,757.89,79.78,39.13,0.0,32.98,208.41,31.16,15.21,65.45,0.92,1.24,42.46,8.49,26.31,34.79,45.24,11.51,06-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Oct-2018 - 00:00,0.72,0.57,1.44,1.04,755.85,107.26,36.79,0.0,29.38,282.78,30.75,17.07,60.65,0.95,0.91,43.2,7.91,21.27,29.19,56.72,15.08,07-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Oct-2018 - 00:00,0.9,0.58,1.53,1.09,752.39,88.38,36.44,0.0,26.82,212.35,31.09,18.8,58.64,1.0,1.11,41.08,7.46,22.77,30.24,75.33,14.5,08-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Oct-2018 - 00:00,1.38,0.89,2.41,1.44,753.81,81.77,40.33,0.0,25.79,292.72,31.15,17.04,63.85,0.93,1.36,37.47,8.96,34.97,43.93,61.56,14.4,09-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Oct-2018 - 00:00,1.18,0.73,2.04,1.28,757.93,77.25,37.23,0.0,24.82,279.56,30.99,13.83,46.85,0.87,1.32,38.77,9.9,39.11,49.01,25.76,12.95,10-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Oct-2018 - 00:00,1.15,0.84,1.86,1.24,758.06,95.45,62.21,0.0,28.97,187.44,30.28,17.3,41.56,1.09,1.02,39.3,7.56,29.39,36.95,45.92,15.31,11-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Oct-2018 - 00:00,0.83,0.51,1.24,0.85,758.86,94.34,61.01,0.0,29.15,180.44,29.04,18.73,33.25,1.56,0.86,35.5,7.13,19.94,27.05,77.92,10.75,12-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Oct-2018 - 00:00,0.86,0.41,1.18,0.85,760.33,100.88,51.93,0.0,42.46,202.14,27.68,19.39,42.14,1.22,0.92,35.47,7.35,17.58,24.92,79.95,10.4,13-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Oct-2018 - 00:00,0.87,0.47,1.29,0.88,759.63,77.09,50.39,0.0,30.56,227.14,27.72,17.13,39.06,1.09,0.88,33.27,7.26,19.97,27.23,63.44,11.96,14-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Oct-2018 - 00:00,1.03,0.55,1.54,1.08,758.63,85.77,58.47,0.0,28.9,187.44,27.85,24.03,37.92,0.83,1.09,31.19,7.2,20.84,28.04,46.13,15.24,15-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Oct-2018 - 00:00,1.67,1.74,1.71,1.56,758.51,98.73,59.73,0.0,22.22,187.59,29.35,21.71,36.91,1.05,1.7,25.56,10.03,37.27,47.31,48.15,15.34,16-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Oct-2018 - 00:00,2.25,1.54,1.92,2.02,758.44,81.62,58.99,0.0,24.17,182.59,29.47,25.68,35.85,0.68,1.78,32.05,8.85,41.54,50.39,31.02,14.26,17-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Oct-2018 - 00:00,1.92,1.97,1.13,1.76,757.61,82.91,56.32,0.0,24.87,190.08,28.95,24.31,49.04,0.79,1.82,32.48,11.59,40.84,52.43,26.24,16.39,18-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Oct-2018 - 00:00,2.52,2.82,0.93,2.3,757.29,77.98,60.05,0.0,24.55,231.11,28.78,26.75,62.21,0.9,1.85,33.05,9.16,43.76,52.92,27.66,12.56,19-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Oct-2018 - 00:00,1.8,1.92,0.64,1.82,758.27,82.43,74.0,0.0,25.97,170.05,28.67,29.03,60.22,0.74,1.68,33.45,8.6,38.25,46.85,40.3,11.43,20-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Oct-2018 - 00:00,1.91,2.77,0.45,1.59,759.31,79.84,59.83,0.0,25.97,166.18,29.0,20.17,59.74,1.44,1.55,29.89,7.71,31.57,39.27,53.3,10.11,21-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Oct-2018 - 00:00,1.12,1.78,0.45,1.08,760.05,66.77,62.71,0.0,25.31,172.44,27.74,22.64,50.69,1.42,1.04,30.16,7.1,22.24,29.34,51.26,11.2,22-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Oct-2018 - 00:00,1.35,2.41,0.41,1.27,759.85,56.05,44.47,0.0,22.37,166.93,26.73,18.31,51.5,0.77,1.3,25.84,8.93,36.22,44.75,45.08,11.45,23-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Oct-2018 - 00:00,1.35,2.8,0.45,1.43,759.43,60.74,42.27,0.0,19.27,179.9,27.5,22.95,50.12,0.76,1.24,22.15,7.35,25.61,32.96,55.65,10.99,24-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Oct-2018 - 00:00,1.58,3.18,0.48,1.58,758.97,58.19,46.39,0.0,23.24,183.65,28.12,23.07,52.92,0.79,1.5,25.32,7.94,30.77,38.71,48.96,10.76,25-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Oct-2018 - 00:00,1.89,3.72,0.4,2.04,759.65,58.16,40.8,0.0,24.84,190.99,28.54,20.32,50.12,0.84,1.58,21.78,8.88,35.18,44.07,44.94,11.84,26-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Oct-2018 - 00:00,1.13,2.05,0.33,1.12,761.16,83.4,51.98,0.0,28.36,173.23,28.0,12.38,46.53,1.17,1.16,29.08,10.69,34.03,44.62,43.25,7.38,27-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Oct-2018 - 00:00,1.04,1.69,0.29,0.91,761.46,96.56,63.5,0.0,28.89,178.3,27.92,0.43,47.01,1.25,1.06,40.67,22.0,59.96,81.96,28.08,10.83,28-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Oct-2018 - 00:00,1.17,1.65,0.39,0.85,761.29,106.41,74.79,0.0,27.78,166.37,27.53,0.45,47.11,1.32,1.23,40.56,19.65,62.35,82.0,28.09,15.56,29-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Oct-2018 - 00:00,1.74,2.3,0.26,0.74,760.94,107.08,78.38,0.0,29.43,160.63,26.77,0.38,45.37,0.88,1.47,37.3,16.14,60.15,76.29,38.06,15.82,30-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Oct-2018 - 00:00,2.49,3.65,0.28,0.47,760.72,105.89,64.1,0.0,30.99,167.3,26.74,0.43,46.27,0.87,2.05,39.54,41.5,63.63,105.13,42.41,12.74,31-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Oct-2018 - 00:00,2.2,3.34,0.26,0.39,760.99,90.63,44.63,0.0,30.21,169.16,27.42,0.38,46.28,1.06,1.66,35.91,19.05,58.17,77.22,127.58,12.4,01-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Nov-2018 - 00:00,3.08,5.18,0.22,0.07,760.22,88.59,46.71,0.0,33.33,174.64,26.61,0.46,101.55,0.61,2.65,37.86,58.65,57.6,116.25,65.78,24.64,02-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Nov-2018 - 00:00,3.36,6.37,0.32,0.01,759.28,78.91,40.18,0.0,29.59,169.68,27.17,0.42,122.76,0.56,2.44,44.67,65.26,64.71,129.97,53.18,9.2,03-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Nov-2018 - 00:00,2.18,3.95,0.22,0.01,758.29,61.31,30.11,0.0,29.4,173.64,27.49,0.3,113.53,0.89,1.63,37.08,34.96,54.72,89.67,25.41,13.06,04-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Nov-2018 - 00:00,1.47,1.59,0.13,0.04,759.54,111.16,51.04,0.0,33.33,160.2,23.83,0.21,184.97,1.58,0.9,32.02,15.65,34.03,49.67,30.23,11.33,05-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Nov-2018 - 00:00,0.83,0.93,0.11,0.03,760.16,54.36,29.97,0.0,22.87,173.2,22.15,0.22,319.29,1.13,0.74,26.23,21.23,35.25,56.48,31.15,12.16,06-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Nov-2018 - 00:00,1.45,1.52,0.17,0.02,760.84,73.64,50.07,0.0,30.74,194.68,21.65,0.26,317.5,0.98,1.15,18.53,24.99,38.45,63.44,30.88,12.77,07-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Nov-2018 - 00:00,1.38,2.24,0.17,0.02,760.74,98.0,66.12,0.0,17.5,203.06,22.79,0.27,242.57,0.54,1.2,7.3,28.66,27.64,56.3,26.51,13.5,08-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Nov-2018 - 00:00,2.03,3.19,0.3,0.0,760.61,195.85,73.79,0.0,19.24,175.16,23.8,0.39,125.19,0.52,2.31,6.85,33.88,22.42,56.3,25.85,26.78,09-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Nov-2018 - 00:00,4.24,7.25,0.33,0.0,,207.79,74.48,0.0,27.99,198.73,23.26,0.43,162.58,0.45,3.08,6.79,43.22,10.36,53.58,32.94,15.12,10-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Nov-2018 - 00:00,4.67,8.32,0.39,0.0,,247.49,58.6,0.0,27.98,198.23,24.14,0.48,161.72,0.44,3.43,8.46,28.79,47.34,76.13,29.88,13.08,11-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Nov-2018 - 00:00,3.07,5.63,0.37,0.0,,191.4,55.46,0.0,25.72,189.74,25.15,0.45,169.93,0.57,2.55,8.96,22.06,66.04,88.1,26.11,10.69,12-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Nov-2018 - 00:00,2.98,5.74,0.41,0.0,,175.57,54.89,0.0,26.07,188.2,25.99,0.55,155.54,0.55,2.75,9.52,22.62,78.53,101.15,22.41,18.64,13-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Nov-2018 - 00:00,3.75,6.59,0.36,0.0,758.49,187.08,51.33,0.0,32.27,178.14,26.05,0.47,164.5,0.58,2.68,9.62,21.37,79.83,100.28,13.84,13.71,14-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Nov-2018 - 00:00,1.46,2.63,0.29,0.0,759.7,130.28,60.44,0.0,41.56,184.71,25.26,0.48,137.7,1.2,1.56,9.64,15.82,85.82,101.64,20.72,11.51,15-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Nov-2018 - 00:00,1.68,2.07,0.35,0.0,761.18,175.22,70.09,0.0,42.66,205.16,23.58,0.57,204.45,1.1,1.44,9.87,14.79,91.55,106.34,21.66,3.74,16-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Nov-2018 - 00:00,1.39,1.3,0.17,0.01,761.71,171.8,59.0,0.0,41.91,176.1,22.18,0.33,208.42,0.93,1.35,10.68,10.73,72.61,83.4,41.56,10.84,17-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Nov-2018 - 00:00,3.25,2.78,3.13,1.48,760.34,172.96,60.76,0.0,31.63,204.59,22.84,5.0,175.48,0.55,2.34,11.55,8.11,28.05,36.16,36.12,11.07,18-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Nov-2018 - 00:00,1.68,0.67,2.4,1.26,760.45,137.84,74.04,0.0,31.69,205.98,24.46,10.96,162.08,0.77,1.69,11.84,7.28,30.4,37.69,56.32,16.6,19-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Nov-2018 - 00:00,1.63,0.69,2.34,1.17,761.75,137.1,66.17,0.0,30.07,208.22,25.96,7.87,166.93,0.86,1.82,11.89,7.09,30.9,37.99,55.55,12.88,20-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Nov-2018 - 00:00,1.62,0.79,2.16,1.14,762.61,132.69,67.94,0.0,32.11,214.41,25.32,9.23,176.22,0.65,1.54,12.03,7.37,31.34,38.72,38.11,13.21,21-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Nov-2018 - 00:00,2.18,0.96,2.51,1.28,763.08,167.32,93.4,0.0,33.52,206.15,23.56,9.65,168.99,0.56,1.65,12.19,7.3,32.17,39.48,49.65,14.19,22-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Nov-2018 - 00:00,1.26,0.37,1.48,0.77,763.07,138.2,78.86,0.0,31.15,195.65,24.06,9.04,113.63,0.96,1.0,12.18,6.98,32.51,39.49,76.15,11.13,23-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Nov-2018 - 00:00,0.92,0.25,0.87,0.51,764.58,132.31,69.84,0.0,30.36,180.83,23.77,8.34,186.75,0.79,0.95,12.25,6.93,32.76,39.69,62.35,14.76,24-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Nov-2018 - 00:00,1.54,0.69,1.65,0.87,764.05,148.23,78.09,0.0,30.83,184.8,22.32,7.57,197.36,1.08,1.23,12.52,7.06,34.24,41.3,50.52,16.87,25-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Nov-2018 - 00:00,2.05,0.86,2.58,1.37,763.2,145.89,79.53,0.0,33.12,195.72,22.69,12.69,177.81,0.62,1.48,12.67,7.31,34.93,42.24,38.29,13.22,26-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Nov-2018 - 00:00,0.96,0.32,1.28,0.69,762.37,100.15,48.15,0.0,29.18,195.85,23.61,8.67,165.93,0.75,0.9,12.7,6.87,35.54,42.41,51.15,13.16,27-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Nov-2018 - 00:00,1.14,0.33,1.16,0.63,763.11,115.81,69.26,0.0,35.46,191.21,23.31,8.82,123.73,0.98,1.12,12.66,6.87,35.62,42.49,78.64,17.42,28-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Nov-2018 - 00:00,1.26,0.26,1.01,0.56,763.81,141.18,96.86,0.0,48.36,175.86,21.45,9.04,114.03,1.07,1.15,12.66,6.28,35.77,41.76,83.11,13.02,29-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Nov-2018 - 00:00,1.98,0.69,2.2,1.15,764.54,138.74,83.78,0.0,48.33,195.22,21.1,11.03,162.74,0.52,1.64,10.47,7.02,18.49,25.51,40.25,12.75,30-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Nov-2018 - 00:00,2.34,1.0,2.98,1.57,764.34,136.88,63.05,0.0,42.29,192.85,21.37,11.59,191.12,0.61,1.8,17.92,12.21,19.25,31.46,18.73,14.06,01-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Dec-2018 - 00:00,2.3,0.98,2.91,1.5,762.29,139.81,59.53,0.0,36.83,189.61,21.24,11.44,176.05,0.56,1.75,36.81,28.77,31.47,60.24,30.17,14.51,02-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Dec-2018 - 00:00,2.73,1.26,3.65,1.95,761.28,153.37,64.66,0.0,39.13,182.1,20.57,16.29,168.19,0.43,2.0,38.46,27.71,30.19,57.9,25.91,12.17,03-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Dec-2018 - 00:00,3.11,1.53,4.48,2.31,762.08,153.59,62.81,0.0,39.68,177.66,20.43,17.15,155.41,0.48,2.25,40.12,33.88,30.47,64.35,24.19,12.44,04-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Dec-2018 - 00:00,2.59,1.21,3.79,1.93,763.26,125.07,54.58,0.0,37.1,172.45,20.25,15.82,148.38,0.66,1.89,36.84,23.98,29.08,53.06,33.91,15.31,05-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Dec-2018 - 00:00,2.84,1.45,4.28,2.2,761.64,140.32,57.75,0.0,36.6,172.82,19.61,15.23,167.89,0.51,2.05,34.39,27.27,30.45,57.72,28.08,12.76,06-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Dec-2018 - 00:00,2.51,1.29,3.84,2.0,761.01,139.25,64.84,0.0,36.22,174.41,19.75,15.75,158.25,0.61,1.77,32.93,23.4,27.31,50.71,35.61,10.43,07-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Dec-2018 - 00:00,2.2,1.1,3.49,1.75,761.71,123.06,49.12,0.0,34.91,176.64,20.0,15.4,150.94,0.49,1.88,30.73,24.61,25.33,49.94,33.87,12.29,08-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Dec-2018 - 00:00,2.59,1.35,4.04,2.04,762.25,138.84,56.38,0.0,36.81,171.3,20.09,16.36,161.03,0.65,2.03,32.28,27.21,26.95,54.16,33.08,11.84,09-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Dec-2018 - 00:00,2.86,1.55,4.51,2.29,761.48,147.04,63.09,0.0,40.56,174.7,19.51,18.03,165.28,0.51,2.19,31.78,28.41,26.63,55.04,25.43,13.32,10-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Dec-2018 - 00:00,2.67,1.34,4.15,2.36,760.82,142.94,58.57,0.0,37.05,170.43,20.35,14.26,159.24,0.9,2.02,30.41,24.26,25.91,50.17,35.19,11.97,11-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Dec-2018 - 00:00,1.44,0.49,1.91,1.04,761.33,112.41,54.27,0.0,42.6,172.57,19.82,10.29,145.76,1.12,1.18,26.42,11.12,23.17,34.29,54.14,10.35,12-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Dec-2018 - 00:00,0.92,0.22,0.97,0.54,762.18,87.11,52.12,0.03,61.16,182.45,17.94,8.86,127.91,1.11,0.98,25.3,9.7,19.19,28.9,53.87,11.16,13-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Dec-2018 - 00:00,0.86,0.17,0.62,0.35,765.01,71.83,42.56,0.0,72.54,179.12,15.03,6.06,163.49,0.9,0.74,22.13,9.41,13.19,22.59,34.73,9.99,14-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Dec-2018 - 00:00,0.59,0.14,0.59,0.32,766.74,64.83,25.55,0.0,54.22,165.72,15.71,6.19,162.76,0.72,0.69,19.59,8.76,12.61,21.37,45.35,10.39,15-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Dec-2018 - 00:00,0.71,0.18,0.85,0.46,766.64,68.46,27.67,0.0,47.13,177.65,15.91,7.8,132.1,0.52,0.8,20.09,10.36,16.26,26.62,36.45,11.44,16-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Dec-2018 - 00:00,0.83,0.28,1.01,0.57,766.46,86.3,34.23,0.0,40.12,181.85,16.57,9.09,119.76,0.65,0.81,20.57,10.71,18.3,29.01,37.11,12.87,17-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Dec-2018 - 00:00,0.99,0.24,1.04,0.55,765.4,93.56,38.01,0.0,37.67,155.54,16.62,7.56,140.28,0.65,0.94,19.54,9.29,18.1,27.39,44.8,14.21,18-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Dec-2018 - 00:00,1.34,0.52,1.52,0.82,764.42,102.27,36.02,0.0,26.36,169.15,17.44,8.95,171.59,0.7,1.15,20.24,14.27,17.03,31.3,38.14,15.41,19-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Dec-2018 - 00:00,3.19,1.43,4.48,2.25,763.73,185.59,54.04,0.0,30.3,167.06,17.64,14.44,153.81,0.46,2.42,26.15,32.01,22.91,54.92,23.75,13.62,20-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Dec-2018 - 00:00,4.26,2.08,6.43,3.15,763.71,196.49,80.66,0.0,37.3,172.28,17.73,16.17,149.44,0.4,2.59,27.23,69.9,31.71,101.6,17.28,15.97,21-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Dec-2018 - 00:00,5.86,2.69,7.24,3.51,762.83,175.89,116.46,0.0,38.54,174.35,17.58,18.45,146.41,0.5,2.55,26.92,55.58,52.11,107.69,30.73,12.59,22-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Dec-2018 - 00:00,2.06,0.85,2.9,1.55,762.68,118.79,81.75,0.0,42.84,167.28,17.15,12.74,150.84,0.67,1.39,23.18,30.49,50.92,81.4,35.74,12.8,23-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Dec-2018 - 00:00,1.17,0.36,1.35,0.75,762.99,99.93,93.78,0.0,39.88,164.49,18.26,11.31,132.5,1.07,1.07,22.63,16.16,50.17,66.33,59.38,14.54,24-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Dec-2018 - 00:00,1.75,0.63,2.2,1.16,762.72,116.07,78.76,0.0,43.16,165.98,18.37,11.06,144.71,0.63,1.5,30.08,18.61,38.22,56.83,48.88,11.84,25-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Dec-2018 - 00:00,1.38,0.48,1.68,0.94,762.63,98.02,51.34,0.0,35.91,166.76,17.64,12.09,154.15,0.66,1.05,33.32,14.61,22.4,37.01,36.73,11.66,26-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Dec-2018 - 00:00,3.53,1.52,4.71,2.35,761.66,142.1,53.32,0.0,29.52,152.98,16.31,16.85,160.13,0.47,2.51,48.71,41.82,24.42,66.24,22.52,13.84,27-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Dec-2018 - 00:00,2.35,0.99,2.96,1.47,762.74,120.03,95.64,0.0,31.7,169.63,15.86,10.86,167.14,1.08,1.39,33.5,20.76,18.64,39.4,26.98,16.09,28-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Dec-2018 - 00:00,1.52,0.54,1.59,0.88,763.14,128.72,80.2,0.0,27.74,168.72,15.31,9.03,162.36,0.82,1.12,29.07,15.06,20.24,35.3,27.18,17.98,29-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Dec-2018 - 00:00,3.43,1.53,4.78,2.39,764.48,169.47,98.21,0.0,32.07,174.14,15.47,12.5,145.78,0.44,2.72,42.66,36.61,21.03,57.64,24.06,13.67,30-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Dec-2018 - 00:00,3.58,1.45,4.78,2.37,765.66,149.13,131.63,0.0,32.94,173.69,16.68,14.65,155.86,0.53,2.11,42.95,30.36,24.74,55.1,26.32,14.27,31-Dec-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Dec-2018 - 00:00,4.61,2.27,6.89,3.38,765.95,204.99,210.36,0.0,44.84,48.12,13.91,21.91,137.64,0.17,3.79,57.35,56.22,20.91,77.12,2.86,12.52,01-Jan-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
