from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
27-Sep-2018 - 00:00,91.66,240.58,0.0,29.87,108.0,12.3,63.65,58.27,82.74,33.31,2.31,72.2,3.85,40.01,6.19,30.51,79.71,740.07,209.89,0.69,28-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Sep-2018 - 00:00,105.42,290.11,0.0,31.29,106.59,11.45,85.44,77.72,110.79,39.3,2.78,74.58,4.45,41.95,7.44,32.63,69.73,740.75,197.11,0.46,29-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Sep-2018 - 00:00,104.6,262.44,0.0,31.47,102.05,25.47,23.96,67.38,55.33,38.84,1.67,82.05,3.48,36.63,4.1,30.66,70.2,741.45,208.97,0.81,30-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Sep-2018 - 00:00,71.58,182.28,0.0,30.66,109.45,33.71,7.12,47.5,31.06,32.11,1.12,111.41,2.42,26.76,2.05,30.65,68.97,740.92,272.48,1.2,01-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Oct-2018 - 00:00,77.8,221.49,0.0,31.14,110.06,14.08,22.5,62.98,50.73,30.84,1.28,92.15,2.56,30.41,2.7,30.61,65.5,740.68,245.57,0.9,02-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Oct-2018 - 00:00,82.36,242.95,0.0,31.65,106.79,21.38,23.16,67.49,54.73,35.37,1.54,71.95,2.82,31.96,3.26,30.7,63.56,741.35,217.92,0.81,03-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Oct-2018 - 00:00,95.14,265.17,0.0,31.6,102.09,29.56,46.62,72.5,76.46,36.58,1.73,92.14,3.27,30.12,3.54,30.63,59.43,740.72,156.24,0.6,04-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Oct-2018 - 00:00,123.73,316.66,0.0,31.11,84.13,29.95,55.88,73.05,84.3,39.87,2.42,73.41,3.92,35.95,4.84,30.62,63.3,742.14,176.67,0.71,05-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Oct-2018 - 00:00,152.03,333.65,0.0,30.06,126.45,31.76,75.95,73.09,100.63,41.85,2.75,86.43,4.9,39.05,7.56,30.65,68.77,744.27,110.97,0.56,06-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Oct-2018 - 00:00,97.85,295.25,0.0,32.81,113.21,28.68,15.5,88.71,59.6,37.64,1.66,69.37,2.72,29.97,3.31,30.24,50.0,739.98,136.65,0.7,09-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Oct-2018 - 00:00,111.88,300.38,0.0,30.44,104.82,19.61,21.02,68.99,53.78,40.86,1.7,33.68,2.09,23.27,1.79,30.51,61.39,740.09,136.55,1.24,10-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Oct-2018 - 00:00,91.14,238.31,0.0,30.01,93.01,11.61,9.57,57.7,38.47,43.2,1.3,26.32,,,,30.5,69.17,740.58,137.54,1.44,11-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Oct-2018 - 00:00,63.65,186.86,0.0,27.2,77.35,16.93,5.99,47.1,29.92,36.32,0.95,23.15,,,,30.64,69.27,742.52,136.98,1.73,12-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Oct-2018 - 00:00,74.96,197.78,0.0,27.06,99.89,51.82,17.35,64.81,48.57,28.5,1.09,36.32,,,,30.59,57.35,744.46,110.66,0.72,13-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Oct-2018 - 00:00,266.59,435.41,0.0,24.85,70.02,52.49,33.93,87.85,74.3,39.94,1.86,51.17,,,,30.66,65.95,745.32,143.36,0.45,14-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Oct-2018 - 00:00,108.63,332.07,0.0,28.13,21.3,39.46,53.26,112.59,103.19,33.47,1.8,47.57,,,,30.65,51.63,743.1,292.03,0.57,15-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Oct-2018 - 00:00,134.99,330.62,0.0,28.34,95.58,37.31,44.91,93.8,86.4,38.85,1.8,82.66,,,,30.54,56.53,744.12,163.85,0.7,16-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Oct-2018 - 00:00,152.12,379.18,0.0,29.05,79.11,20.33,49.78,106.29,97.01,44.14,2.27,47.41,,,,30.56,59.8,743.72,142.82,0.5,17-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Oct-2018 - 00:00,154.57,387.69,0.0,29.31,94.6,19.4,94.83,93.63,126.9,44.61,2.77,48.57,,,,30.49,56.81,742.34,140.78,0.69,18-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Oct-2018 - 00:00,160.75,394.42,0.0,28.76,84.94,10.92,110.6,91.14,138.39,48.68,3.18,22.99,,,,30.58,61.71,741.76,134.21,0.75,19-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Oct-2018 - 00:00,147.83,353.93,0.0,28.64,80.83,20.29,63.67,92.26,100.85,46.83,2.23,47.18,,,,30.57,58.26,743.35,200.41,0.68,20-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Oct-2018 - 00:00,162.19,323.9,0.0,28.34,86.51,17.22,20.8,82.92,61.01,43.35,1.53,44.87,,,,30.59,48.68,745.71,156.15,0.75,21-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Oct-2018 - 00:00,167.68,338.36,0.0,27.32,81.69,30.79,30.88,90.52,73.26,45.49,1.63,88.31,,,,30.59,50.75,746.4,217.24,0.96,22-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Oct-2018 - 00:00,151.46,306.06,0.0,26.17,83.85,30.53,44.86,108.48,94.18,42.61,1.86,76.6,,,,30.6,53.06,745.62,269.24,0.83,23-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Oct-2018 - 00:00,142.91,331.0,0.0,27.4,86.07,18.0,71.95,113.82,119.04,44.36,2.32,49.66,,,,30.63,51.33,745.0,202.67,0.58,24-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Oct-2018 - 00:00,195.59,406.45,0.0,27.03,71.62,33.47,96.73,117.93,141.36,50.45,3.01,44.22,,,,30.75,56.54,744.94,132.86,0.56,25-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Oct-2018 - 00:00,180.91,366.3,0.0,26.37,79.64,22.64,81.57,105.82,122.6,50.27,2.68,24.6,,,,30.8,59.49,746.4,95.11,0.52,26-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Oct-2018 - 00:00,249.22,468.9,0.0,25.88,68.89,18.74,134.92,104.87,165.48,52.27,3.78,30.91,,,,30.8,59.85,748.3,140.6,0.55,27-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Oct-2018 - 00:00,276.19,525.46,0.0,25.82,63.46,14.51,232.73,111.6,248.57,56.84,5.31,27.15,,,,30.79,65.81,748.5,150.25,0.59,28-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Oct-2018 - 00:00,341.74,553.62,0.0,26.28,81.02,8.19,148.74,91.17,169.42,60.05,4.42,43.76,,,,30.75,64.27,747.94,169.15,0.81,29-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Oct-2018 - 00:00,354.54,577.47,0.0,26.24,67.93,15.28,143.91,88.13,163.88,61.17,4.29,65.48,,,,30.69,64.56,747.21,144.9,0.58,30-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Oct-2018 - 00:00,341.17,555.37,0.0,26.07,57.34,8.88,158.36,84.97,169.01,61.43,4.39,51.83,,,,30.61,67.62,747.12,102.95,0.5,31-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Oct-2018 - 00:00,204.47,394.46,0.0,25.72,65.4,6.07,124.2,78.41,142.18,67.41,3.05,43.24,,,,30.75,68.36,747.66,96.59,0.51,01-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Nov-2018 - 00:00,232.53,413.7,0.0,25.6,63.59,7.43,173.95,87.24,187.82,71.84,4.56,35.62,,,,30.56,68.59,746.53,92.55,0.48,02-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Nov-2018 - 00:00,192.16,341.41,0.0,26.0,64.77,4.47,39.68,91.03,80.67,67.09,2.07,20.15,,,,30.37,63.72,744.91,123.89,0.74,03-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Nov-2018 - 00:00,143.77,260.09,0.0,25.67,64.72,4.69,14.44,76.46,52.41,62.2,1.36,19.28,,,,30.39,66.64,743.86,119.27,1.69,04-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Nov-2018 - 00:00,99.11,166.55,0.0,24.56,73.51,7.34,8.98,70.04,44.56,55.07,1.0,20.54,,,,30.41,64.59,745.33,186.03,1.57,05-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Nov-2018 - 00:00,421.6,533.49,0.0,22.71,58.53,7.92,20.47,92.51,65.84,62.29,2.26,15.65,,,,30.63,70.78,745.79,267.94,1.11,06-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Nov-2018 - 00:00,176.69,301.1,0.0,23.61,78.58,10.35,17.42,90.94,62.53,49.07,1.4,18.61,,,,30.61,48.9,746.17,265.51,1.76,07-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Nov-2018 - 00:00,244.82,297.74,0.0,22.9,87.49,26.73,53.93,76.5,84.54,40.0,1.84,43.56,,,,30.68,46.5,746.85,247.29,1.07,08-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Nov-2018 - 00:00,748.09,643.93,0.0,21.87,63.69,34.41,121.1,103.15,153.32,63.98,3.37,32.33,,,,30.64,59.55,747.04,137.21,0.44,09-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Nov-2018 - 00:00,316.59,470.06,0.0,22.93,74.59,17.45,87.52,105.75,127.4,65.35,3.23,39.54,,,,30.54,61.8,745.29,205.83,0.47,10-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Nov-2018 - 00:00,303.0,491.5,0.0,22.57,65.38,16.46,134.85,118.97,172.9,70.1,3.78,30.3,,,,30.62,68.08,746.11,161.1,0.5,11-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Nov-2018 - 00:00,299.58,483.7,0.0,23.83,71.35,11.78,93.76,120.26,140.2,68.81,3.69,34.94,,,,30.46,65.6,746.48,146.0,0.59,12-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Nov-2018 - 00:00,315.1,528.84,0.0,23.72,70.61,13.34,99.94,113.9,141.83,70.38,3.66,34.24,,,,30.44,71.42,744.5,96.65,0.59,13-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Nov-2018 - 00:00,295.65,482.54,0.0,23.46,47.11,12.82,74.28,120.18,124.32,73.66,3.39,30.67,,,,30.61,73.05,742.36,121.71,0.73,14-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Nov-2018 - 00:00,162.43,253.19,0.05,22.21,67.41,14.58,48.77,93.34,89.3,62.73,2.16,29.6,,,,30.51,75.05,743.22,167.77,1.02,15-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Nov-2018 - 00:00,103.26,169.89,0.0,23.16,74.74,29.03,36.68,72.74,67.58,51.01,1.11,45.22,,,,30.79,72.46,746.57,187.23,1.16,16-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Nov-2018 - 00:00,118.8,200.49,0.0,22.27,87.64,15.75,6.82,82.07,49.2,42.77,1.04,40.24,,,,31.2,60.25,745.68,266.85,1.74,17-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Nov-2018 - 00:00,144.81,256.85,0.0,22.23,81.88,18.2,41.9,99.06,86.76,44.35,1.89,47.69,,,,31.17,60.61,744.14,246.91,1.07,18-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Nov-2018 - 00:00,202.22,331.67,0.0,22.77,75.5,17.8,110.64,105.59,146.12,59.33,2.7,49.07,,,,30.99,65.0,745.31,164.52,0.94,19-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Nov-2018 - 00:00,222.12,330.53,0.0,22.85,59.55,19.86,4.58,82.52,47.62,53.74,1.5,43.34,,,,31.19,67.12,747.55,136.55,1.32,20-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Nov-2018 - 00:00,260.2,400.02,0.0,23.52,71.7,27.03,42.25,118.58,97.42,58.68,2.35,41.59,,,,31.28,68.62,747.75,206.27,0.82,21-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Nov-2018 - 00:00,208.9,314.18,0.0,23.52,78.19,15.31,40.0,110.97,91.53,49.48,1.99,29.51,,,,31.15,57.44,748.06,255.63,0.9,22-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Nov-2018 - 00:00,163.37,311.06,0.0,23.07,67.88,24.25,130.59,122.81,171.1,47.96,3.34,30.97,,,,31.11,55.45,748.65,214.85,0.5,23-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Nov-2018 - 00:00,205.9,355.37,0.0,23.04,64.4,45.48,70.62,105.84,113.7,52.16,2.24,73.58,,,,31.13,53.54,749.83,283.19,1.29,24-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Nov-2018 - 00:00,104.36,214.64,0.0,22.57,80.1,19.26,19.92,86.05,61.95,39.55,1.18,25.61,,,,31.13,53.29,748.46,270.28,1.62,25-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Nov-2018 - 00:00,211.84,388.61,0.0,22.02,72.68,31.04,106.05,107.88,143.59,50.41,3.08,52.41,,,,31.25,59.36,748.26,284.7,0.76,26-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Nov-2018 - 00:00,276.44,464.82,0.0,22.03,69.61,27.96,158.77,110.77,200.97,61.99,2.9,34.0,,,,31.3,66.96,747.35,256.03,0.69,27-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Nov-2018 - 00:00,238.71,416.16,0.0,22.42,67.81,9.86,174.32,105.24,216.25,60.73,3.78,16.37,,,,31.37,67.75,749.23,147.15,0.76,28-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Nov-2018 - 00:00,244.0,412.36,0.0,22.46,56.99,17.15,128.74,98.92,157.29,58.73,2.92,19.91,,,,31.38,72.15,750.02,170.18,0.5,29-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Nov-2018 - 00:00,246.23,377.52,0.0,22.13,59.71,20.03,95.82,107.04,134.83,57.39,3.04,50.45,,,,31.45,70.41,750.26,244.54,0.77,30-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Nov-2018 - 00:00,218.9,366.48,0.0,21.92,65.62,23.82,62.88,100.02,104.32,47.57,2.41,32.76,,,,31.41,64.72,749.65,276.21,0.88,01-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Dec-2018 - 00:00,166.2,323.24,0.0,21.24,67.45,16.22,102.72,91.45,132.15,41.05,3.03,25.69,,,,31.49,61.53,747.02,245.28,0.88,02-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Dec-2018 - 00:00,255.21,437.25,0.0,20.75,62.65,17.45,190.21,98.86,207.22,45.13,5.1,37.38,,,,31.56,63.18,746.42,163.56,0.51,03-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Dec-2018 - 00:00,266.72,443.15,0.0,20.5,62.45,22.44,137.08,75.5,149.25,42.85,3.59,50.86,,,,31.58,62.95,747.28,193.03,0.61,04-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Dec-2018 - 00:00,328.34,499.09,0.0,20.24,59.5,20.79,93.05,75.24,95.84,64.47,3.73,34.01,,,,31.67,66.47,749.1,123.65,0.56,05-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Dec-2018 - 00:00,305.66,487.72,0.0,19.8,60.27,23.69,176.97,100.8,197.5,76.68,4.23,40.08,,,,31.72,68.6,746.61,226.65,0.61,06-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Dec-2018 - 00:00,277.6,443.81,0.0,19.67,53.59,28.8,122.05,109.22,157.33,73.26,3.57,49.81,,,,31.63,68.94,746.02,199.74,0.59,07-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Dec-2018 - 00:00,306.69,430.05,0.0,17.29,37.88,29.85,84.01,113.82,128.84,70.29,2.6,86.21,,,,32.1,78.88,746.98,261.14,0.58,08-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Dec-2018 - 00:00,240.28,385.47,0.0,21.06,75.39,33.2,52.18,117.69,104.95,68.39,2.46,37.41,,,,31.76,59.66,748.16,211.75,0.75,09-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Dec-2018 - 00:00,273.8,401.85,0.0,18.7,53.36,33.49,87.24,117.48,133.42,65.33,3.11,36.24,,,,32.22,63.14,746.69,194.06,0.52,10-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Dec-2018 - 00:00,303.02,464.28,0.0,18.19,50.95,29.45,98.3,120.22,143.86,68.48,3.35,19.16,,,,32.32,70.5,746.26,136.69,0.73,11-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Dec-2018 - 00:00,318.82,480.62,0.0,18.06,44.58,26.39,95.67,121.09,142.19,68.38,3.44,15.21,,,,32.4,75.78,747.31,125.31,0.5,12-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Dec-2018 - 00:00,215.36,320.78,0.0,18.59,46.78,16.87,52.9,94.93,93.51,61.28,2.09,14.18,,,,32.4,72.48,748.68,124.22,1.1,13-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Dec-2018 - 00:00,118.93,167.48,0.02,17.51,66.79,48.95,19.96,81.04,59.33,51.1,1.23,44.12,,,,32.64,76.42,751.62,224.43,1.34,14-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Dec-2018 - 00:00,118.51,177.82,0.0,17.77,69.74,43.96,18.55,87.26,61.5,52.14,1.06,37.48,,,,32.67,73.6,753.72,268.38,1.22,15-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Dec-2018 - 00:00,143.27,209.4,0.0,17.57,70.14,45.09,18.13,91.52,63.43,53.98,1.24,37.1,,,,32.72,72.2,753.27,269.91,1.21,16-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Dec-2018 - 00:00,192.1,275.74,0.0,17.66,70.14,34.63,37.19,103.3,85.17,59.71,1.72,34.17,,,,32.71,68.3,753.61,273.29,0.92,17-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Dec-2018 - 00:00,221.21,339.22,0.0,17.34,63.33,67.22,47.54,106.48,95.29,61.72,1.98,73.33,,,,32.87,63.44,752.16,269.48,1.05,18-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Dec-2018 - 00:00,192.59,286.18,0.0,17.11,69.76,36.99,29.27,107.97,81.23,61.35,1.63,36.44,,,,32.97,62.08,750.4,281.9,1.23,19-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Dec-2018 - 00:00,212.36,311.39,0.0,17.31,81.4,32.88,64.12,125.16,118.69,59.53,2.18,34.03,,,,33.0,63.44,749.61,249.89,0.91,20-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Dec-2018 - 00:00,326.88,454.98,0.0,16.71,65.21,38.47,130.55,122.08,171.06,68.16,3.25,73.03,,,,33.08,65.78,749.95,250.7,0.7,21-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Dec-2018 - 00:00,282.33,389.22,0.0,16.04,60.68,31.41,67.2,125.74,121.52,71.28,2.46,46.58,,,,33.23,68.07,748.72,273.92,0.83,22-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Dec-2018 - 00:00,421.05,536.03,0.0,15.68,87.03,26.54,136.76,138.73,185.37,75.62,4.23,35.39,,,,33.15,70.47,749.34,164.31,0.56,23-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Dec-2018 - 00:00,566.02,669.32,0.0,15.56,75.42,26.27,170.69,121.11,203.19,86.86,4.65,30.19,,,,33.18,74.58,750.06,146.06,0.51,24-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Dec-2018 - 00:00,345.81,616.73,0.0,15.84,59.08,32.27,174.79,113.3,202.47,89.02,4.91,52.34,,,,33.13,72.31,749.19,192.07,0.77,25-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Dec-2018 - 00:00,260.6,357.27,0.0,15.5,62.71,26.91,25.4,102.94,75.4,72.77,1.97,33.84,,,,32.59,72.48,748.55,271.01,1.21,26-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Dec-2018 - 00:00,283.52,403.89,0.0,15.24,64.4,21.0,104.05,107.55,141.8,62.9,3.06,24.31,,,,32.0,66.64,747.24,256.66,0.96,27-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Dec-2018 - 00:00,317.04,459.81,0.0,15.69,59.49,35.94,109.92,100.33,142.73,62.24,3.15,38.82,,,,31.55,62.99,748.26,182.3,0.85,28-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Dec-2018 - 00:00,258.43,362.19,0.0,14.59,58.84,21.93,43.45,90.96,83.57,61.61,1.91,25.3,,,,31.87,69.44,748.7,273.61,1.37,29-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Dec-2018 - 00:00,296.85,418.69,0.0,14.8,64.27,17.83,100.71,105.01,137.73,62.89,2.69,25.21,,,,31.85,67.05,751.01,264.26,0.92,30-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Dec-2018 - 00:00,470.31,526.0,0.0,15.88,57.92,15.48,132.79,120.29,171.95,77.62,3.83,31.36,,,,31.7,65.39,753.06,179.92,0.54,31-Dec-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Dec-2018 - 00:00,379.0,495.0,0.0,13.45,19.0,18.2,42.2,117.55,96.85,88.3,2.83,8.2,,,,31.05,75.0,753.0,341.5,0.35,01-Jan-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
