from date,NH3,NO2,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,RH,RF,SR,WD,WS,Temp,to date,station
01-Jan-2019 - 00:00,15.47,33.38,9.88,25.78,1.02,100.95,9.18,2.26,1.64,7.79,51.23,115.18,26.62,30.06,0.0,60.81,160.27,1.6,29.56,02-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Jan-2019 - 00:00,16.42,39.88,4.75,25.07,0.72,104.45,34.14,2.5,1.71,10.58,68.68,147.57,26.77,32.42,0.0,58.76,224.58,2.64,29.08,03-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Jan-2019 - 00:00,22.5,37.59,2.15,21.73,0.52,31.14,4.77,1.99,1.06,12.67,49.02,117.21,26.54,37.36,0.0,73.47,83.89,2.39,28.43,04-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Jan-2019 - 00:00,24.44,42.21,2.99,24.87,0.39,20.97,5.29,1.59,0.88,19.08,56.57,122.0,25.8,42.73,0.0,58.5,115.18,1.93,28.57,05-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Jan-2019 - 00:00,26.83,44.07,6.51,28.73,0.63,21.89,5.39,2.91,2.19,55.24,78.02,175.05,26.78,40.92,0.0,58.77,208.08,2.26,28.92,06-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Jan-2019 - 00:00,24.91,40.24,3.52,24.27,0.56,24.46,5.4,2.78,3.02,53.03,68.08,168.98,25.55,43.22,0.0,57.93,195.17,2.96,28.7,07-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Jan-2019 - 00:00,28.89,37.13,2.61,21.88,0.63,23.26,5.7,3.22,1.02,15.73,159.04,246.67,22.95,70.86,0.0,47.26,79.22,3.27,28.72,08-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Jan-2019 - 00:00,30.18,38.7,2.94,22.98,0.55,25.48,6.29,2.6,48.77,19.06,110.89,166.3,23.77,61.1,0.0,58.93,106.99,2.08,29.32,09-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Jan-2019 - 00:00,28.99,38.2,2.61,22.45,0.52,24.79,5.21,2.24,0.96,15.09,83.73,154.1,24.36,50.18,0.0,56.86,75.04,1.83,29.03,10-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Jan-2019 - 00:00,28.68,38.07,5.15,24.45,0.6,18.05,3.96,2.03,1.17,15.48,67.5,154.49,24.26,48.95,0.0,59.06,88.62,1.9,29.16,11-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Jan-2019 - 00:00,30.13,39.94,3.69,24.26,0.56,11.93,5.25,1.87,1.13,17.52,57.05,143.2,24.86,49.05,0.0,56.8,95.77,1.79,29.46,12-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Jan-2019 - 00:00,32.17,37.84,2.45,22.13,0.55,11.95,8.32,1.86,1.03,18.05,65.62,146.11,24.98,52.14,0.0,53.1,101.54,2.24,29.49,13-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Jan-2019 - 00:00,30.36,34.9,2.14,20.3,0.46,15.58,7.66,1.72,0.75,14.04,64.22,135.12,25.04,53.61,0.0,56.91,75.04,2.28,29.53,14-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Jan-2019 - 00:00,29.62,32.73,2.32,19.29,0.56,13.33,7.17,2.12,0.71,13.12,98.01,175.83,24.12,58.27,0.0,57.27,81.32,3.06,29.13,15-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Jan-2019 - 00:00,28.26,37.0,3.27,22.34,0.7,13.52,6.29,1.98,0.86,14.25,71.83,151.24,24.41,46.93,0.0,60.16,94.42,1.28,28.75,16-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Jan-2019 - 00:00,29.7,36.83,5.67,24.2,0.55,10.7,7.04,1.86,1.1,21.16,43.73,105.12,26.19,33.23,0.0,62.99,141.27,1.22,29.03,17-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Jan-2019 - 00:00,31.97,42.93,4.76,26.71,0.53,11.16,6.43,2.46,1.79,44.33,48.67,124.92,26.82,32.78,0.0,60.36,174.19,1.8,29.22,18-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Jan-2019 - 00:00,31.49,35.36,4.2,22.22,0.53,19.22,4.94,1.57,0.92,19.49,41.15,117.14,25.66,39.44,0.0,62.95,89.49,2.58,28.82,19-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Jan-2019 - 00:00,32.76,33.25,5.35,22.04,0.5,22.64,6.74,1.34,0.75,17.56,35.61,89.81,26.46,33.46,0.0,63.78,121.04,1.88,28.78,20-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Jan-2019 - 00:00,31.69,38.77,6.86,26.21,0.67,21.95,6.61,2.39,1.38,48.53,57.17,123.92,27.74,31.84,0.0,62.09,192.03,1.51,28.39,21-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Jan-2019 - 00:00,32.76,31.52,2.49,18.79,0.58,33.23,6.06,2.36,1.65,60.72,63.04,167.21,28.09,33.69,0.0,55.07,226.25,3.29,28.68,22-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Jan-2019 - 00:00,34.71,31.77,2.98,19.32,0.41,47.17,8.05,3.0,3.03,88.46,71.67,187.12,26.23,52.35,0.0,58.46,274.22,3.03,29.38,23-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Jan-2019 - 00:00,28.44,32.2,4.06,20.43,0.53,9.75,6.85,1.81,1.62,37.71,49.62,152.17,25.75,51.88,0.0,61.02,165.01,1.15,29.01,24-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Jan-2019 - 00:00,29.61,30.68,3.29,18.98,0.41,18.74,5.29,1.9,0.76,15.37,84.5,160.96,24.76,63.73,0.0,53.04,83.07,2.9,28.54,25-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Jan-2019 - 00:00,28.23,23.18,2.05,14.0,0.34,23.36,5.54,1.7,0.48,8.69,96.62,145.42,23.6,81.12,0.0,36.92,64.38,3.94,28.39,26-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Jan-2019 - 00:00,18.93,22.5,1.92,13.53,0.34,25.88,5.82,1.39,0.46,9.59,58.29,106.42,23.21,68.56,0.0,59.89,74.61,4.8,28.49,27-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Jan-2019 - 00:00,16.49,22.94,1.82,13.67,0.47,25.52,5.77,1.11,0.39,8.93,45.96,93.88,22.38,54.59,0.0,63.98,70.01,3.99,28.45,28-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Jan-2019 - 00:00,21.59,25.31,2.06,15.14,0.52,23.44,6.74,1.25,0.41,9.51,47.75,107.21,22.49,45.35,0.0,65.93,77.7,3.92,27.98,29-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Jan-2019 - 00:00,27.16,31.59,3.47,19.63,0.39,22.82,7.7,1.38,1.33,11.9,43.08,107.67,22.99,38.59,0.0,66.66,90.82,2.58,27.49,30-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Jan-2019 - 00:00,28.59,35.61,6.3,24.05,0.49,20.13,6.58,1.68,1.84,21.29,45.42,106.58,24.31,34.94,0.0,66.98,124.74,1.96,27.65,31-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Jan-2019 - 00:00,27.64,28.33,2.27,16.91,0.35,20.36,6.42,1.39,0.8,31.03,40.46,120.88,25.74,34.35,0.0,53.61,183.85,2.44,27.8,01-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Feb-2019 - 00:00,31.29,37.74,5.69,24.7,0.46,21.25,7.27,2.41,1.83,32.2,71.92,157.0,26.51,40.46,0.0,57.77,140.22,2.27,27.93,02-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Feb-2019 - 00:00,31.7,29.32,2.16,17.35,0.41,23.55,7.12,1.54,0.68,13.28,76.84,140.46,24.99,57.78,0.0,57.6,82.51,3.77,27.69,03-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Feb-2019 - 00:00,24.87,28.47,1.92,16.69,0.36,23.64,6.79,1.9,0.5,23.57,96.25,165.89,25.95,57.64,0.0,51.04,128.5,2.95,28.09,04-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Feb-2019 - 00:00,,,,,0.28,10.13,,3.13,0.6,24.5,110.0,173.5,25.23,72.67,0.0,2.0,86.5,3.3,,05-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Feb-2019 - 00:00,44.54,25.88,3.04,16.23,0.54,21.3,5.62,2.15,0.95,84.05,60.11,145.94,29.7,33.3,0.0,44.08,228.07,2.52,28.74,06-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Feb-2019 - 00:00,55.31,30.77,3.31,19.06,0.47,27.57,5.36,2.47,1.81,89.34,76.23,185.61,27.13,41.54,0.0,54.1,265.9,3.59,29.4,07-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Feb-2019 - 00:00,38.86,27.39,2.28,16.42,0.5,24.55,6.34,2.06,1.31,88.38,42.82,159.38,21.56,45.65,0.0,66.46,269.58,4.87,29.04,08-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Feb-2019 - 00:00,30.21,29.04,3.18,18.03,0.37,20.46,5.44,1.55,1.07,67.82,62.57,260.96,20.13,37.02,0.0,68.46,210.23,2.62,28.9,09-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Feb-2019 - 00:00,27.3,29.29,2.75,17.82,0.44,21.49,5.93,1.22,0.62,28.83,37.99,160.44,19.38,34.44,0.0,71.84,99.39,3.44,28.81,10-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Feb-2019 - 00:00,24.81,37.99,4.92,24.21,0.57,21.44,4.79,1.76,0.7,51.61,35.91,111.04,20.19,34.19,0.0,71.73,109.58,2.32,29.02,11-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Feb-2019 - 00:00,33.19,38.73,4.49,24.24,0.38,21.08,5.69,1.69,0.77,58.91,38.49,122.65,21.48,37.47,0.0,69.28,119.89,2.78,28.87,12-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Feb-2019 - 00:00,39.95,35.23,3.65,21.71,0.4,21.11,7.0,1.59,0.79,63.36,49.04,130.05,23.45,42.94,0.0,65.34,166.66,2.54,28.82,13-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Feb-2019 - 00:00,40.83,33.86,4.06,21.31,0.29,20.2,5.69,1.71,0.81,74.27,62.78,143.9,24.69,47.12,0.0,50.21,175.29,2.55,29.0,14-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Feb-2019 - 00:00,38.05,32.7,4.14,20.76,0.34,20.88,7.55,1.61,1.12,73.39,50.46,104.88,24.62,51.07,0.0,59.89,189.94,2.89,29.07,15-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Feb-2019 - 00:00,43.94,34.18,3.71,21.19,0.4,21.52,6.28,1.87,1.13,70.67,48.61,125.15,23.46,43.74,0.0,66.82,193.73,2.63,29.24,16-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Feb-2019 - 00:00,43.06,33.02,2.94,19.95,0.41,22.95,6.88,1.56,0.71,27.12,57.54,129.97,21.79,49.53,0.0,68.6,76.64,3.23,28.72,17-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Feb-2019 - 00:00,32.49,36.8,3.56,22.46,0.39,21.83,6.75,1.42,0.76,46.01,36.21,92.31,21.95,38.84,0.0,74.22,128.33,2.24,28.94,18-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Feb-2019 - 00:00,37.7,38.39,4.63,24.18,0.45,20.68,8.24,2.64,1.85,96.87,56.16,158.75,23.61,31.97,0.0,44.91,262.27,2.14,28.52,19-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Feb-2019 - 00:00,35.07,38.94,6.52,26.01,0.6,20.41,5.75,2.51,4.5,107.07,46.53,128.69,24.66,30.69,0.0,70.46,241.79,2.22,29.02,20-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Feb-2019 - 00:00,37.18,37.57,11.26,29.13,0.55,21.1,5.64,1.74,1.62,83.14,30.35,100.05,25.73,27.03,0.0,71.79,155.58,2.34,28.99,21-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Feb-2019 - 00:00,42.24,34.21,5.95,23.04,0.31,22.71,7.46,2.11,1.28,86.27,52.83,136.75,26.31,37.52,0.0,67.93,227.03,3.34,29.04,22-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Feb-2019 - 00:00,41.33,33.3,4.2,21.13,0.42,21.09,6.35,1.53,1.16,67.68,34.84,98.88,24.89,45.66,0.0,73.48,185.67,2.89,29.04,23-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Feb-2019 - 00:00,40.75,34.71,4.56,22.18,0.45,17.67,6.83,1.65,1.0,44.21,40.39,121.44,23.81,51.23,0.0,66.33,102.53,3.1,29.09,24-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Feb-2019 - 00:00,37.16,36.87,4.39,23.18,0.34,20.5,8.47,1.48,0.84,64.66,32.81,105.08,23.64,42.18,0.0,58.07,189.17,2.79,29.24,25-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Feb-2019 - 00:00,34.99,32.94,3.89,20.67,0.44,21.43,7.99,1.7,1.04,79.01,36.07,123.59,23.65,28.84,0.0,77.69,247.06,3.03,29.01,26-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Feb-2019 - 00:00,32.38,34.06,7.07,23.87,0.56,20.39,9.48,2.24,2.8,98.03,57.08,211.12,23.64,32.7,0.0,74.4,276.17,3.92,29.01,27-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Feb-2019 - 00:00,35.96,33.51,4.03,21.1,0.46,20.71,6.79,1.58,1.2,90.68,42.0,118.92,22.52,50.27,0.01,65.65,255.01,3.31,29.07,28-Feb-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Feb-2019 - 00:00,34.19,35.39,3.98,22.07,0.38,20.43,8.01,1.06,0.72,43.47,28.94,95.44,21.35,44.49,0.0,86.29,92.16,3.59,29.07,01-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Mar-2019 - 00:00,33.25,35.77,3.97,22.25,0.37,24.29,7.87,1.06,0.59,42.24,22.57,82.3,21.86,33.65,0.0,86.28,103.38,3.64,29.36,02-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Mar-2019 - 00:00,33.78,36.14,4.25,22.68,0.42,25.87,8.97,1.3,1.14,53.69,37.61,109.73,23.86,34.33,0.0,75.65,144.09,3.32,29.24,03-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Mar-2019 - 00:00,31.72,32.92,3.04,19.99,0.4,23.15,7.89,1.88,1.23,91.67,52.97,165.27,25.32,36.66,0.0,76.97,250.26,3.74,29.45,04-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Mar-2019 - 00:00,30.19,33.73,4.61,21.7,0.51,20.77,8.44,1.78,1.4,97.17,50.77,190.4,24.1,53.41,0.0,68.15,281.14,3.38,29.69,05-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Mar-2019 - 00:00,32.53,33.19,3.21,20.26,0.44,22.74,9.11,1.35,0.78,50.26,41.59,113.0,22.89,41.43,0.0,84.64,144.32,3.17,29.23,06-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Mar-2019 - 00:00,34.52,39.08,5.81,25.51,0.39,20.24,8.79,1.71,1.07,69.35,42.53,112.71,23.26,36.12,0.0,85.98,154.24,2.2,29.31,07-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Mar-2019 - 00:00,35.74,38.35,5.59,24.94,0.39,20.26,7.16,1.53,0.97,71.94,41.72,90.34,24.04,29.84,0.0,87.09,153.5,2.19,29.25,08-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Mar-2019 - 00:00,35.34,36.29,4.38,22.86,0.33,21.98,8.09,1.61,1.13,86.73,37.4,113.3,25.07,28.5,0.0,84.22,205.57,2.55,29.3,09-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Mar-2019 - 00:00,35.97,34.62,3.7,21.43,0.39,22.22,8.29,1.65,1.12,85.19,41.23,140.2,24.78,31.52,0.0,88.67,262.92,3.67,29.52,10-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Mar-2019 - 00:00,31.33,39.76,5.72,25.8,0.54,20.92,7.79,2.13,2.27,95.82,49.77,153.05,25.08,29.67,0.0,82.89,227.86,2.32,30.0,11-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Mar-2019 - 00:00,35.3,35.8,5.01,23.11,0.41,21.58,7.35,2.13,2.39,96.07,60.31,182.55,25.55,30.35,0.0,81.29,266.71,3.34,29.59,12-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Mar-2019 - 00:00,34.52,37.21,4.06,23.09,0.44,23.96,6.41,1.34,0.96,61.81,39.24,144.35,24.99,24.92,0.0,87.44,181.3,3.0,29.63,13-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Mar-2019 - 00:00,35.64,40.11,4.8,25.23,0.35,21.67,7.79,1.62,1.24,71.32,39.56,146.69,25.56,24.64,0.0,86.03,188.04,2.6,29.63,14-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Mar-2019 - 00:00,35.61,36.88,3.83,22.72,0.46,22.73,7.46,1.79,1.3,75.78,43.32,158.34,25.26,30.78,0.0,82.01,230.48,3.09,29.66,15-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Mar-2019 - 00:00,34.94,37.47,3.43,22.72,0.34,23.02,8.97,1.31,0.76,54.04,36.93,125.57,24.18,32.69,0.0,88.51,114.29,3.64,29.6,16-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Mar-2019 - 00:00,36.98,37.52,3.36,22.69,0.43,24.89,8.34,1.05,0.49,33.38,33.94,138.03,24.46,35.92,0.0,88.03,87.11,4.3,29.69,17-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Mar-2019 - 00:00,32.31,38.48,2.91,22.83,0.41,23.02,9.79,1.11,0.57,42.19,34.3,114.91,25.06,31.33,0.0,84.12,108.32,3.75,30.14,18-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Mar-2019 - 00:00,36.37,40.58,4.18,24.98,0.36,23.85,9.18,1.18,0.66,50.84,35.99,120.95,25.4,28.41,0.0,90.29,114.66,2.96,29.73,19-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Mar-2019 - 00:00,40.14,43.95,7.75,29.67,0.38,21.69,8.83,1.53,1.09,74.72,36.71,122.02,26.38,22.01,0.0,88.82,145.56,2.09,29.76,20-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Mar-2019 - 00:00,41.5,41.67,14.97,34.34,0.4,21.85,9.05,2.41,2.7,88.32,50.75,155.21,27.17,22.06,0.0,85.0,236.47,2.55,29.64,21-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Mar-2019 - 00:00,37.01,32.23,3.11,19.67,0.44,22.97,9.34,1.42,0.81,76.38,34.4,98.04,26.28,24.35,0.0,99.4,229.54,2.94,30.19,22-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Mar-2019 - 00:00,36.52,36.45,2.7,21.58,0.4,22.75,9.69,1.06,0.57,56.68,29.08,97.97,26.45,22.11,0.0,95.26,124.73,1.91,29.68,23-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Mar-2019 - 00:00,42.38,39.13,3.64,23.77,0.38,24.19,10.17,1.15,0.63,49.11,34.25,118.25,26.19,25.48,0.0,94.39,107.39,2.77,29.78,24-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Mar-2019 - 00:00,39.06,40.58,5.45,26.0,0.41,21.76,8.83,1.6,0.93,83.43,41.27,123.33,27.26,19.77,0.0,94.26,160.9,2.03,30.64,25-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Mar-2019 - 00:00,34.93,37.06,4.93,23.73,0.43,22.25,8.48,1.83,1.81,83.35,57.32,150.75,28.0,20.5,0.0,92.17,191.98,2.18,30.71,26-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Mar-2019 - 00:00,36.28,34.34,4.16,21.65,0.44,22.69,6.64,1.05,0.56,38.09,38.56,146.2,26.99,26.51,0.0,98.42,85.73,2.14,30.08,27-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Mar-2019 - 00:00,38.05,41.32,7.12,27.77,0.45,21.15,7.53,1.32,0.84,58.64,40.72,123.15,27.07,23.56,0.0,99.05,104.77,1.7,29.63,28-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Mar-2019 - 00:00,37.58,43.64,7.88,29.61,0.36,20.84,9.27,1.3,0.9,62.25,34.24,118.33,28.39,16.82,0.0,97.92,96.91,1.08,29.17,29-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Mar-2019 - 00:00,40.66,39.14,6.33,25.96,0.35,22.16,12.12,1.86,1.37,79.03,76.61,165.52,29.37,16.94,0.0,95.25,224.3,1.5,29.27,30-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Mar-2019 - 00:00,42.37,35.41,4.17,22.22,0.39,22.44,8.61,1.77,1.43,79.81,64.96,165.04,29.27,18.41,0.0,93.97,249.12,2.32,29.2,31-Mar-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Mar-2019 - 00:00,36.43,34.34,3.26,20.92,0.39,23.14,11.26,1.82,1.69,86.18,54.41,172.48,28.76,18.03,0.0,98.97,233.74,2.57,29.57,01-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
